# QRE2COMPLIANCE1
kind	interval_id	start_ts_ns	end_ts_ns	availability_ts_ns	provenance_sha256
PROHIBITED	CPI_March_2021_20210413T123000Z_1602887793000000000	1618316400000000000	1618317600000000000	1602887793000000000	fa09ea66842d7509bfdeb6081d96b0fb43eaf101bfee306df4b432fc8bd6975f
PROHIBITED	FOMC_2021_04_28_20210428T180000Z_1593698400000000000	1619632200000000000	1619633400000000000	1593698400000000000	51091914a2b4efece5830bc8175c96675e4a5c8912d38295e6ce38b587b5d56d
PROHIBITED	EMPLOYMENT_SITUATION_April_2021_20210507T123000Z_1602869983000000000	1620390000000000000	1620391200000000000	1602869983000000000	5d7fc3ad8366bbd2fd1a3dafe142c4de37711655521a937f5e17324d4f4557c0
PROHIBITED	CPI_April_2021_20210512T123000Z_1602887793000000000	1620822000000000000	1620823200000000000	1602887793000000000	fa09ea66842d7509bfdeb6081d96b0fb43eaf101bfee306df4b432fc8bd6975f
PROHIBITED	EMPLOYMENT_SITUATION_May_2021_20210604T123000Z_1602869983000000000	1622809200000000000	1622810400000000000	1602869983000000000	5d7fc3ad8366bbd2fd1a3dafe142c4de37711655521a937f5e17324d4f4557c0
PROHIBITED	CPI_May_2021_20210610T123000Z_1602887793000000000	1623327600000000000	1623328800000000000	1602887793000000000	fa09ea66842d7509bfdeb6081d96b0fb43eaf101bfee306df4b432fc8bd6975f
PROHIBITED	FOMC_2021_06_16_20210616T180000Z_1593698400000000000	1623865800000000000	1623867000000000000	1593698400000000000	51091914a2b4efece5830bc8175c96675e4a5c8912d38295e6ce38b587b5d56d
PROHIBITED	EMPLOYMENT_SITUATION_June_2021_20210702T123000Z_1602869983000000000	1625228400000000000	1625229600000000000	1602869983000000000	5d7fc3ad8366bbd2fd1a3dafe142c4de37711655521a937f5e17324d4f4557c0
PROHIBITED	CPI_June_2021_20210713T123000Z_1602887793000000000	1626178800000000000	1626180000000000000	1602887793000000000	fa09ea66842d7509bfdeb6081d96b0fb43eaf101bfee306df4b432fc8bd6975f
PROHIBITED	FOMC_2021_07_28_20210728T180000Z_1593698400000000000	1627494600000000000	1627495800000000000	1593698400000000000	51091914a2b4efece5830bc8175c96675e4a5c8912d38295e6ce38b587b5d56d
PROHIBITED	EMPLOYMENT_SITUATION_July_2021_20210806T123000Z_1602869983000000000	1628252400000000000	1628253600000000000	1602869983000000000	5d7fc3ad8366bbd2fd1a3dafe142c4de37711655521a937f5e17324d4f4557c0
PROHIBITED	CPI_July_2021_20210811T123000Z_1602887793000000000	1628684400000000000	1628685600000000000	1602887793000000000	fa09ea66842d7509bfdeb6081d96b0fb43eaf101bfee306df4b432fc8bd6975f
PROHIBITED	EMPLOYMENT_SITUATION_August_2021_20210903T123000Z_1602869983000000000	1630671600000000000	1630672800000000000	1602869983000000000	5d7fc3ad8366bbd2fd1a3dafe142c4de37711655521a937f5e17324d4f4557c0
PROHIBITED	CPI_August_2021_20210914T123000Z_1602887793000000000	1631622000000000000	1631623200000000000	1602887793000000000	fa09ea66842d7509bfdeb6081d96b0fb43eaf101bfee306df4b432fc8bd6975f
PROHIBITED	FOMC_2021_09_22_20210922T180000Z_1593698400000000000	1632333000000000000	1632334200000000000	1593698400000000000	51091914a2b4efece5830bc8175c96675e4a5c8912d38295e6ce38b587b5d56d
PROHIBITED	EMPLOYMENT_SITUATION_September_2021_20211008T123000Z_1602869983000000000	1633695600000000000	1633696800000000000	1602869983000000000	5d7fc3ad8366bbd2fd1a3dafe142c4de37711655521a937f5e17324d4f4557c0
PROHIBITED	CPI_September_2021_20211013T123000Z_1602887793000000000	1634127600000000000	1634128800000000000	1602887793000000000	fa09ea66842d7509bfdeb6081d96b0fb43eaf101bfee306df4b432fc8bd6975f
PROHIBITED	FOMC_2021_11_03_20211103T180000Z_1593698400000000000	1635961800000000000	1635963000000000000	1593698400000000000	51091914a2b4efece5830bc8175c96675e4a5c8912d38295e6ce38b587b5d56d
PROHIBITED	EMPLOYMENT_SITUATION_October_2021_20211105T123000Z_1602869983000000000	1636114800000000000	1636116000000000000	1602869983000000000	5d7fc3ad8366bbd2fd1a3dafe142c4de37711655521a937f5e17324d4f4557c0
PROHIBITED	CPI_October_2021_20211110T133000Z_1602887793000000000	1636550400000000000	1636551600000000000	1602887793000000000	fa09ea66842d7509bfdeb6081d96b0fb43eaf101bfee306df4b432fc8bd6975f
PROHIBITED	EMPLOYMENT_SITUATION_November_2021_20211203T133000Z_1602869983000000000	1638537600000000000	1638538800000000000	1602869983000000000	5d7fc3ad8366bbd2fd1a3dafe142c4de37711655521a937f5e17324d4f4557c0
PROHIBITED	CPI_November_2021_20211210T133000Z_1602887793000000000	1639142400000000000	1639143600000000000	1602887793000000000	fa09ea66842d7509bfdeb6081d96b0fb43eaf101bfee306df4b432fc8bd6975f
PROHIBITED	FOMC_2021_12_15_20211215T190000Z_1593698400000000000	1639594200000000000	1639595400000000000	1593698400000000000	51091914a2b4efece5830bc8175c96675e4a5c8912d38295e6ce38b587b5d56d
COVERAGE	COVERAGE_ALL_2022	1640995200000000000	1672531199999999999	1636585582000000000	af526f57910a68b4b1d4e81357c7337447788b8ff4fb8ac613e428ceccefa79b
PROHIBITED	EMPLOYMENT_SITUATION_December_2021_20220107T133000Z_1635798206000000000	1641561600000000000	1641562800000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_December_2021_20220112T133000Z_1636585582000000000	1641993600000000000	1641994800000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	FOMC_2022_01_26_20220126T190000Z_1593698400000000000	1643223000000000000	1643224200000000000	1593698400000000000	51091914a2b4efece5830bc8175c96675e4a5c8912d38295e6ce38b587b5d56d
PROHIBITED	EMPLOYMENT_SITUATION_January_2022_20220204T133000Z_1635798206000000000	1643980800000000000	1643982000000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_January_2022_20220210T133000Z_1636585582000000000	1644499200000000000	1644500400000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	EMPLOYMENT_SITUATION_February_2022_20220304T133000Z_1635798206000000000	1646400000000000000	1646401200000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_February_2022_20220310T133000Z_1636585582000000000	1646918400000000000	1646919600000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	FOMC_2022_03_16_20220316T180000Z_1622818800000000000	1647453000000000000	1647454200000000000	1622818800000000000	4b73d1d4597f4a087ba797b1dc13b58f5861007d2ac675c7d956c5a35106d2ba
PROHIBITED	EMPLOYMENT_SITUATION_March_2022_20220401T123000Z_1635798206000000000	1648815600000000000	1648816800000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_March_2022_20220412T123000Z_1636585582000000000	1649766000000000000	1649767200000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	FOMC_2022_05_04_20220504T180000Z_1622818800000000000	1651686600000000000	1651687800000000000	1622818800000000000	4b73d1d4597f4a087ba797b1dc13b58f5861007d2ac675c7d956c5a35106d2ba
PROHIBITED	EMPLOYMENT_SITUATION_April_2022_20220506T123000Z_1635798206000000000	1651839600000000000	1651840800000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_April_2022_20220511T123000Z_1636585582000000000	1652271600000000000	1652272800000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	EMPLOYMENT_SITUATION_May_2022_20220603T123000Z_1635798206000000000	1654258800000000000	1654260000000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_May_2022_20220610T123000Z_1636585582000000000	1654863600000000000	1654864800000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	FOMC_2022_06_15_20220615T180000Z_1622818800000000000	1655315400000000000	1655316600000000000	1622818800000000000	4b73d1d4597f4a087ba797b1dc13b58f5861007d2ac675c7d956c5a35106d2ba
PROHIBITED	EMPLOYMENT_SITUATION_June_2022_20220708T123000Z_1635798206000000000	1657282800000000000	1657284000000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_June_2022_20220713T123000Z_1636585582000000000	1657714800000000000	1657716000000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	FOMC_2022_07_27_20220727T180000Z_1622818800000000000	1658944200000000000	1658945400000000000	1622818800000000000	4b73d1d4597f4a087ba797b1dc13b58f5861007d2ac675c7d956c5a35106d2ba
PROHIBITED	EMPLOYMENT_SITUATION_July_2022_20220805T123000Z_1635798206000000000	1659702000000000000	1659703200000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_July_2022_20220810T123000Z_1636585582000000000	1660134000000000000	1660135200000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	EMPLOYMENT_SITUATION_August_2022_20220902T123000Z_1635798206000000000	1662121200000000000	1662122400000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_August_2022_20220913T123000Z_1636585582000000000	1663071600000000000	1663072800000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	FOMC_2022_09_21_20220921T180000Z_1622818800000000000	1663782600000000000	1663783800000000000	1622818800000000000	4b73d1d4597f4a087ba797b1dc13b58f5861007d2ac675c7d956c5a35106d2ba
PROHIBITED	EMPLOYMENT_SITUATION_September_2022_20221007T123000Z_1635798206000000000	1665145200000000000	1665146400000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_September_2022_20221013T123000Z_1636585582000000000	1665663600000000000	1665664800000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	FOMC_2022_11_02_20221102T180000Z_1622818800000000000	1667411400000000000	1667412600000000000	1622818800000000000	4b73d1d4597f4a087ba797b1dc13b58f5861007d2ac675c7d956c5a35106d2ba
PROHIBITED	EMPLOYMENT_SITUATION_October_2022_20221104T123000Z_1635798206000000000	1667564400000000000	1667565600000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_October_2022_20221110T133000Z_1636585582000000000	1668086400000000000	1668087600000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	EMPLOYMENT_SITUATION_November_2022_20221202T133000Z_1635798206000000000	1669987200000000000	1669988400000000000	1635798206000000000	abc0a42c0aead69b15fb72a80bf0be4700b2f8db1f2ceb1a9ce99404600f309f
PROHIBITED	CPI_November_2022_20221213T133000Z_1636585582000000000	1670937600000000000	1670938800000000000	1636585582000000000	f03a5acca221745e16869d9b95de0f18a7eda7231df9e1d66a70615ae378c26b
PROHIBITED	FOMC_2022_12_14_20221214T190000Z_1622818800000000000	1671043800000000000	1671045000000000000	1622818800000000000	4b73d1d4597f4a087ba797b1dc13b58f5861007d2ac675c7d956c5a35106d2ba
COVERAGE	COVERAGE_ALL_2023	1672531200000000000	1704067199999999999	1666251598000000000	8fa80ebc377ec7beaa9e36e2342b281bfb25d641806a3d184b428d99cfcd3667
PROHIBITED	EMPLOYMENT_SITUATION_December_2022_20230106T133000Z_1666251598000000000	1673011200000000000	1673012400000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_December_2022_20230112T133000Z_1666068507000000000	1673529600000000000	1673530800000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	FOMC_2023_02_01_20230201T190000Z_1622818800000000000	1675277400000000000	1675278600000000000	1622818800000000000	4b73d1d4597f4a087ba797b1dc13b58f5861007d2ac675c7d956c5a35106d2ba
PROHIBITED	EMPLOYMENT_SITUATION_January_2023_20230203T133000Z_1666251598000000000	1675430400000000000	1675431600000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_January_2023_20230214T133000Z_1666068507000000000	1676380800000000000	1676382000000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	EMPLOYMENT_SITUATION_February_2023_20230310T133000Z_1666251598000000000	1678454400000000000	1678455600000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_February_2023_20230314T123000Z_1666068507000000000	1678796400000000000	1678797600000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	FOMC_2023_03_22_20230322T180000Z_1656093600000000000	1679507400000000000	1679508600000000000	1656093600000000000	be2567181fa254c2894c776ba30eb486db190b28f16b86e9dc7eb1a546ab4fa1
PROHIBITED	EMPLOYMENT_SITUATION_March_2023_20230407T123000Z_1666251598000000000	1680870000000000000	1680871200000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_March_2023_20230412T123000Z_1666068507000000000	1681302000000000000	1681303200000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	FOMC_2023_05_03_20230503T180000Z_1656093600000000000	1683136200000000000	1683137400000000000	1656093600000000000	be2567181fa254c2894c776ba30eb486db190b28f16b86e9dc7eb1a546ab4fa1
PROHIBITED	EMPLOYMENT_SITUATION_April_2023_20230505T123000Z_1666251598000000000	1683289200000000000	1683290400000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_April_2023_20230510T123000Z_1666068507000000000	1683721200000000000	1683722400000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	EMPLOYMENT_SITUATION_May_2023_20230602T123000Z_1666251598000000000	1685708400000000000	1685709600000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_May_2023_20230613T123000Z_1666068507000000000	1686658800000000000	1686660000000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	FOMC_2023_06_14_20230614T180000Z_1656093600000000000	1686765000000000000	1686766200000000000	1656093600000000000	be2567181fa254c2894c776ba30eb486db190b28f16b86e9dc7eb1a546ab4fa1
PROHIBITED	EMPLOYMENT_SITUATION_June_2023_20230707T123000Z_1666251598000000000	1688732400000000000	1688733600000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_June_2023_20230712T123000Z_1666068507000000000	1689164400000000000	1689165600000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	FOMC_2023_07_26_20230726T180000Z_1656093600000000000	1690393800000000000	1690395000000000000	1656093600000000000	be2567181fa254c2894c776ba30eb486db190b28f16b86e9dc7eb1a546ab4fa1
PROHIBITED	EMPLOYMENT_SITUATION_July_2023_20230804T123000Z_1666251598000000000	1691151600000000000	1691152800000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_July_2023_20230810T123000Z_1666068507000000000	1691670000000000000	1691671200000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	EMPLOYMENT_SITUATION_August_2023_20230901T123000Z_1666251598000000000	1693570800000000000	1693572000000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_August_2023_20230913T123000Z_1666068507000000000	1694607600000000000	1694608800000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	FOMC_2023_09_20_20230920T180000Z_1656093600000000000	1695232200000000000	1695233400000000000	1656093600000000000	be2567181fa254c2894c776ba30eb486db190b28f16b86e9dc7eb1a546ab4fa1
PROHIBITED	EMPLOYMENT_SITUATION_September_2023_20231006T123000Z_1666251598000000000	1696594800000000000	1696596000000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_September_2023_20231012T123000Z_1666068507000000000	1697113200000000000	1697114400000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	FOMC_2023_11_01_20231101T180000Z_1656093600000000000	1698861000000000000	1698862200000000000	1656093600000000000	be2567181fa254c2894c776ba30eb486db190b28f16b86e9dc7eb1a546ab4fa1
PROHIBITED	EMPLOYMENT_SITUATION_October_2023_20231103T123000Z_1666251598000000000	1699014000000000000	1699015200000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_October_2023_20231114T133000Z_1666068507000000000	1699968000000000000	1699969200000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	EMPLOYMENT_SITUATION_November_2023_20231208T133000Z_1666251598000000000	1702041600000000000	1702042800000000000	1666251598000000000	a1534f75a404bbb6474bf42758f8fdcff82720ad210fa483f10828e164221f07
PROHIBITED	CPI_November_2023_20231212T133000Z_1666068507000000000	1702387200000000000	1702388400000000000	1666068507000000000	bbe5b463f52309fabd61b02851402e3d00b5478a0c0f108154684efc487ce79e
PROHIBITED	FOMC_2023_12_13_20231213T190000Z_1656093600000000000	1702493400000000000	1702494600000000000	1656093600000000000	be2567181fa254c2894c776ba30eb486db190b28f16b86e9dc7eb1a546ab4fa1
COVERAGE	COVERAGE_ALL_2024	1704067200000000000	1735689599999999999	1698446283000000000	8269752ce6941de7c7081489ee705346cd90004768b4549aed8531f000ab3e0d
PROHIBITED	EMPLOYMENT_SITUATION_December_2023_20240105T133000Z_1698446283000000000	1704460800000000000	1704462000000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_December_2023_20240111T133000Z_1697130560000000000	1704979200000000000	1704980400000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	FOMC_2024_01_31_20240131T190000Z_1656093600000000000	1706727000000000000	1706728200000000000	1656093600000000000	be2567181fa254c2894c776ba30eb486db190b28f16b86e9dc7eb1a546ab4fa1
PROHIBITED	EMPLOYMENT_SITUATION_January_2024_20240202T133000Z_1698446283000000000	1706880000000000000	1706881200000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_January_2024_20240213T133000Z_1697130560000000000	1707830400000000000	1707831600000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	EMPLOYMENT_SITUATION_February_2024_20240308T133000Z_1698446283000000000	1709904000000000000	1709905200000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_February_2024_20240312T123000Z_1697130560000000000	1710246000000000000	1710247200000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	FOMC_2024_03_20_20240320T180000Z_1687534200000000000	1710957000000000000	1710958200000000000	1687534200000000000	5b19cde83ad8c5e9621f8d02fdcb351912c478756802856f97a63d1447a83b6f
PROHIBITED	EMPLOYMENT_SITUATION_March_2024_20240405T123000Z_1698446283000000000	1712319600000000000	1712320800000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_March_2024_20240410T123000Z_1697130560000000000	1712751600000000000	1712752800000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	FOMC_2024_05_01_20240501T180000Z_1687534200000000000	1714585800000000000	1714587000000000000	1687534200000000000	5b19cde83ad8c5e9621f8d02fdcb351912c478756802856f97a63d1447a83b6f
PROHIBITED	EMPLOYMENT_SITUATION_April_2024_20240503T123000Z_1698446283000000000	1714738800000000000	1714740000000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_April_2024_20240515T123000Z_1697130560000000000	1715775600000000000	1715776800000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	EMPLOYMENT_SITUATION_May_2024_20240607T123000Z_1698446283000000000	1717762800000000000	1717764000000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_May_2024_20240612T123000Z_1697130560000000000	1718194800000000000	1718196000000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	FOMC_2024_06_12_20240612T180000Z_1687534200000000000	1718214600000000000	1718215800000000000	1687534200000000000	5b19cde83ad8c5e9621f8d02fdcb351912c478756802856f97a63d1447a83b6f
PROHIBITED	EMPLOYMENT_SITUATION_June_2024_20240705T123000Z_1698446283000000000	1720182000000000000	1720183200000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_June_2024_20240711T123000Z_1697130560000000000	1720700400000000000	1720701600000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	FOMC_2024_07_31_20240731T180000Z_1687534200000000000	1722448200000000000	1722449400000000000	1687534200000000000	5b19cde83ad8c5e9621f8d02fdcb351912c478756802856f97a63d1447a83b6f
PROHIBITED	EMPLOYMENT_SITUATION_July_2024_20240802T123000Z_1698446283000000000	1722601200000000000	1722602400000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_July_2024_20240814T123000Z_1697130560000000000	1723638000000000000	1723639200000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	EMPLOYMENT_SITUATION_August_2024_20240906T123000Z_1698446283000000000	1725625200000000000	1725626400000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_August_2024_20240911T123000Z_1697130560000000000	1726057200000000000	1726058400000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	FOMC_2024_09_18_20240918T180000Z_1687534200000000000	1726681800000000000	1726683000000000000	1687534200000000000	5b19cde83ad8c5e9621f8d02fdcb351912c478756802856f97a63d1447a83b6f
PROHIBITED	EMPLOYMENT_SITUATION_September_2024_20241004T123000Z_1698446283000000000	1728044400000000000	1728045600000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_September_2024_20241010T123000Z_1697130560000000000	1728562800000000000	1728564000000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	EMPLOYMENT_SITUATION_October_2024_20241101T123000Z_1698446283000000000	1730463600000000000	1730464800000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	FOMC_2024_11_07_20241107T190000Z_1687534200000000000	1731005400000000000	1731006600000000000	1687534200000000000	5b19cde83ad8c5e9621f8d02fdcb351912c478756802856f97a63d1447a83b6f
PROHIBITED	CPI_October_2024_20241113T133000Z_1697130560000000000	1731504000000000000	1731505200000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	EMPLOYMENT_SITUATION_November_2024_20241206T133000Z_1698446283000000000	1733491200000000000	1733492400000000000	1698446283000000000	829c685655aa13b7c1ebc0e3b131fee40630b5ba3d70a95a571e7c5e085c0d67
PROHIBITED	CPI_November_2024_20241211T133000Z_1697130560000000000	1733923200000000000	1733924400000000000	1697130560000000000	e5443b120939bddfee597efe9c043abcb0e3065f4e2c091b2e711913617077fe
PROHIBITED	FOMC_2024_12_18_20241218T190000Z_1687534200000000000	1734547800000000000	1734549000000000000	1687534200000000000	5b19cde83ad8c5e9621f8d02fdcb351912c478756802856f97a63d1447a83b6f
