# PORT_M1_SPEC.md §10 FAMILY DISCOVERY CENSUS (D-055) (spec_sha16=81ea7f84a085e4bb)
# params_hash=48d590fc8f22ad4b70be3be0c7152295dcf8e670cba41bb8dd436b5a76560484
# every tested cell (marginal + 2-way, n_fit >= 500); Holm family size = every row of that asset
# promotion = holm_reject AND value >= G1_asset + $150 AND per-FIT-year sign stability; 2025 is an eval-only echo
# value_peak_exit_usd is the HORIZON-FREE comparator: the walled PEAK-exit certificate of the same candidates. A clock slice whose phase-close value is high only because its horizon is long shows no edge here (median_horizon_to_phase_close_sec is the diagnostic)
asset	rank_by_value	axes	levels	n_fit	n_positive_fit	conditional_value_usd	conditional_value_complement_usd	value_minus_g1_usd	welch_z	p_raw	p_holm	holm_reject	fit_year_sign_stable	value_2021	value_2022	value_2023	value_2024	n_2025_echo	value_2025_echo	promoted	is_2way	value_peak_exit_usd	value_peak_minus_g1_peak_usd	median_horizon_to_phase_close_sec
SI	1	clock30+dow	UTC12:30|FRI	5233	1993	1809.563472	811.240225	992.497836	30.717272	0.000000	0.000000	1	1	1588.824405	1497.076271	1430.056543	2911.015625	1013	2818.790323	1	1	1317.255110	276.859814	30005.000000
SI	2	clock30+dow	UTC11:30|FRI	1160	423	1790.419622	821.287323	973.353985	13.512202	0.000000	0.000000	1	1	1550.854430	1609.361702	1498.571429	2638.131868	567	6442.661290	1	1	1281.027458	240.632162	33753.000000
SI	3	clock30+dow	UTC11:30|THU	1383	490	1769.234694	820.939288	952.169058	13.913382	0.000000	0.000000	1	1	1234.802632	1799.525862	1631.000000	2450.392157	445	1623.289474	1	1	1297.712443	257.317147	33582.000000
SI	4	clock30+dow	UTC13:00|FRI	5117	1992	1719.767821	812.398898	902.702185	28.227219	0.000000	0.000000	1	1	1188.897059	1486.302448	1579.584087	2462.765655	1307	2565.020891	1	1	1252.153799	211.758503	28306.000000
SI	5	vol_regime+spread_state	MID|WIDE	682	211	1696.362559	822.722185	879.296923	9.486537	0.000000	0.000000	1	1	2026.388889	1120.892857	876.250000	1385.625000	20	2022.500000	1	1	1450.589431	410.194135	20704.500000
SI	6	clock30+dow	UTC12:00|FRI	2205	824	1689.432646	819.334669	872.367009	18.687122	0.000000	0.000000	1	1	1600.468750	1664.256757	1379.960159	2425.827068	770	3375.497925	1	1	1252.751196	212.355900	31608.000000
SI	7	clock30+vol_regime	UTC12:30|HIGH	6041	2187	1654.070645	812.184396	837.005008	29.937869	0.000000	0.000000	1	1	1138.472222	1326.322674	1522.197099	2341.442457	1795	3244.861878	1	1	1238.572177	198.176881	30015.000000
SI	8	clock30+dow	UTC11:00|THU	1824	677	1652.976366	820.309318	835.910730	14.561479	0.000000	0.000000	1	1	1301.018519	1861.930380	1388.083756	2117.569444	659	1529.469697	1	1	1262.873367	222.478071	35676.000000
SI	9	clock30+dow	UTC11:00|FRI	1673	588	1646.743197	820.805813	829.677561	14.373521	0.000000	0.000000	1	1	1684.795918	1515.735981	1565.787293	2056.842105	709	4113.617021	1	1	1233.415207	193.019911	35628.000000
SI	10	clock30+vol_regime	UTC11:30|HIGH	2157	669	1646.737668	820.378524	829.672032	15.574219	0.000000	0.000000	1	1	1257.808642	1496.170412	1394.652778	2256.935028	1024	5755.046729	1	1	1198.376402	157.981106	33727.000000
SI	11	clock30+vol_regime	UTC11:30|MID	2012	789	1612.141952	819.919139	795.076316	15.923350	0.000000	0.000000	1	1	1503.201058	1723.361345	1166.060924	2420.907258	713	1875.375000	1	1	1316.514675	276.119379	33552.500000
SI	12	clock30+rung	UTC11:30|R0.110	686	249	1592.891566	822.674829	775.825930	8.702882	0.000000	0.000000	1	1	1320.986842	1477.500000	1426.529851	2123.177966	283	2976.655844	1	1	1213.816388	173.421092	33694.000000
SI	13	clock30+dow	UTC12:00|THU	2606	870	1591.839080	819.621709	774.773444	17.970488	0.000000	0.000000	1	1	1183.762626	1498.300866	1660.314570	2179.802158	645	1970.443787	1	1	1168.627313	128.232017	31475.000000
SI	14	clock30+spread_state	UTC11:30|NORMAL	1984	668	1587.103293	820.638241	770.037657	14.455417	0.000000	0.000000	1	1	1335.771028	1400.200382	1440.148026	2255.119048	101	17276.500000	1	1	1215.646142	175.250846	33711.500000
SI	15	clock30+spread_state	UTC12:30|NORMAL	6650	2494	1586.299118	811.606403	769.233482	30.303838	0.000000	0.000000	1	1	1216.304348	1370.582822	1400.921895	2396.853526	104	5476.730769	1	1	1242.868801	202.473505	30084.000000
SI	16	family+spread_state	G1|WIDE	642	217	1579.101382	822.850860	762.035746	8.696255	0.000000	0.000000	1	1	2102.530120	977.954545	1261.666667	1491.289062	1498	10956.759868	1	1	1635.158662	594.763366	20872.500000
SI	17	clock30+dow	UTC11:30|WED	1222	431	1565.388631	821.856425	748.322995	12.549650	0.000000	0.000000	1	1	1302.371795	1267.518382	1485.000000	2218.364486	444	1985.222772	1	1	1216.636285	176.240989	33738.500000
SI	18	clock30+spread_state	UTC11:00|NORMAL	2643	884	1561.346154	819.724971	744.280518	15.349483	0.000000	0.000000	1	1	1023.989362	1550.357143	1376.125498	2138.500000	174	7190.192308	1	1	1195.187155	154.791859	35655.000000
SI	19	clock30+dow	UTC12:00|WED	2511	897	1549.333891	819.732224	732.268254	18.781882	0.000000	0.000000	1	1	1245.398936	1190.099119	1712.656766	2047.653631	639	2384.564220	1	1	1182.749377	142.354081	31379.000000
SI	20	clock30	UTC11:30	6430	2269	1547.897752	813.293517	730.832116	26.229524	0.000000	0.000000	1	1	1285.140449	1470.950000	1401.271478	2076.300813	2476	3110.553435	1	0	1201.496095	161.100799	33662.500000
SI	21	phase+clock30	NY|UTC11:30	6430	2269	1547.897752	813.293517	730.832116	26.229524	0.000000	0.000000	1	1	1285.140449	1470.950000	1401.271478	2076.300813	2476	3110.553435	1	1	1201.496095	161.100799	33662.500000
SI	22	clock30+rung	UTC11:30|R0.050	2730	972	1546.993313	819.396595	729.927676	16.648503	0.000000	0.000000	1	1	1283.546798	1527.524671	1426.032819	1987.415049	1044	2915.551601	1	1	1212.508627	172.113331	33662.000000
SI	23	clock30+virgin	UTC11:30|TOUCHED	1518	519	1546.011561	821.503076	728.945924	12.856701	0.000000	0.000000	1	1	1265.467033	1409.432990	1370.641026	2166.047009	591	3687.905405	1	1	1170.104022	129.708726	33668.500000
SI	24	clock30+family	UTC11:30|G1_FINE	2746	977	1544.910440	819.386336	727.844804	16.648629	0.000000	0.000000	1	1	1271.829268	1530.627036	1426.032819	1987.415049	1053	2891.491228	1	1	1212.356081	171.960785	33656.000000
SI	25	clock30+family	UTC11:00|G1_FINE	2808	1012	1541.306818	819.247131	724.241182	16.654943	0.000000	0.000000	1	1	1228.117816	1583.152174	1366.742958	1970.179426	1085	2505.267857	1	1	1222.624489	182.229193	35542.000000
SI	26	clock30+vol_regime	UTC12:00|HIGH	3940	1313	1535.936786	817.898415	718.871150	20.083258	0.000000	0.000000	1	1	955.426009	1442.964450	1515.869253	2114.281046	1483	3636.030844	1	1	1164.745943	124.350647	31518.500000
SI	27	clock30+family	UTC11:30|G1	2482	877	1533.454960	819.914617	716.389324	16.146935	0.000000	0.000000	1	1	1268.932927	1459.396552	1386.755319	2061.821809	952	2911.950000	1	1	1193.502522	153.107226	33666.000000
SI	28	spread_state+dow	WIDE|MON	1019	353	1532.464589	822.300195	715.398953	10.978448	0.000000	0.000000	1	1	1938.926056	865.982143	855.755814	2354.375000	2477	11740.515695	1	1	1612.797297	572.402001	21846.000000
SI	29	clock30+spread_state	UTC11:30|TIGHT	4434	1600	1531.578125	816.619086	714.512489	21.723434	0.000000	0.000000	1	1	1269.112426	1509.014374	1387.529070	2000.108696	2322	2345.020000	1	1	1196.281221	155.885925	33635.000000
SI	30	clock30+rung	UTC12:00|R0.150	741	248	1531.491935	822.776734	714.426299	8.400909	0.000000	0.000000	1	1	1188.627451	1447.054795	1520.297619	2146.250000	211	2508.362069	1	1	1147.789855	107.394559	31387.000000
SI	31	clock30+spread_state	UTC12:00|NORMAL	3676	1217	1531.370173	818.375867	714.304536	20.510961	0.000000	0.000000	1	1	1194.621212	1444.630682	1568.578717	1921.536017	138	6124.166667	1	1	1168.708752	128.313456	31490.500000
SI	32	clock30+rung	UTC11:00|R0.050	3438	1217	1529.654889	818.389247	712.589253	18.286880	0.000000	0.000000	1	1	1184.431818	1609.684466	1358.563050	1944.897541	1328	2352.396450	1	1	1206.627731	166.232435	35737.500000
SI	33	clock30+family	UTC11:30|G2_REJECT	1270	427	1523.161593	821.990383	706.095956	11.095763	0.000000	0.000000	1	1	1247.640845	1397.109375	1243.567708	2188.875000	512	2613.554688	1	1	1147.900495	107.505199	33673.500000
SI	34	clock30+family	UTC12:30|G1_FINE	8556	3226	1516.167855	809.393283	699.102219	32.347019	0.000000	0.000000	1	1	1169.294171	1418.080065	1396.944694	2154.582689	1883	2079.203036	1	1	1186.854451	146.459155	30030.000000
SI	35	clock30+vol_regime	UTC11:00|HIGH	2780	937	1514.677161	819.753269	697.611525	15.518160	0.000000	0.000000	1	1	1171.240458	1460.559896	1200.294760	2228.484456	1354	4252.531381	1	1	1239.725679	199.330383	35670.000000
SI	36	clock30+family	UTC11:00|G1	2462	863	1514.351101	820.083937	697.285465	14.229847	0.000000	0.000000	1	1	1214.387755	1625.397727	1376.526104	1792.405660	848	2555.840708	1	1	1190.729123	150.333827	35511.500000
SI	37	clock30+rung	UTC12:00|R0.050	5362	1947	1509.689266	815.295877	692.623629	24.578637	0.000000	0.000000	1	1	1230.198210	1485.566406	1469.038462	1922.696078	1486	2319.011628	1	1	1171.513004	131.117708	31536.000000
SI	38	clock30+rung	UTC12:30|R0.050	8245	3098	1507.048096	810.163528	689.982459	31.288749	0.000000	0.000000	1	1	1158.282732	1414.128363	1376.684938	2147.420635	1854	2086.634429	1	1	1179.904153	139.508857	30005.000000
SI	39	clock30+family	UTC12:00|G1_FINE	5430	1973	1506.689052	815.217718	689.623416	24.666471	0.000000	0.000000	1	1	1227.721519	1486.178737	1466.814587	1912.777778	1498	2316.882217	1	1	1169.968629	129.573333	31535.000000
SI	40	clock30+rung	UTC12:30|R0.110	2312	891	1505.535915	820.009834	688.470278	16.569675	0.000000	0.000000	1	1	1260.287162	1361.977612	1374.461415	2210.015244	463	2208.405797	1	1	1201.611947	161.216651	30055.500000
SI	41	clock30+rung	UTC11:30|R0.075	1413	505	1503.861386	821.703610	686.795750	11.983441	0.000000	0.000000	1	1	1245.728155	1452.291667	1339.034091	2062.769608	505	2829.328358	1	1	1193.325975	152.930679	33677.000000
SI	42	clock30+rung	UTC12:30|R0.075	4548	1715	1498.017493	816.460493	680.951856	22.717862	0.000000	0.000000	1	1	1185.974576	1365.764887	1379.971217	2200.269231	908	2182.907609	1	1	1177.599399	137.204103	30038.500000
SI	43	clock30+family	UTC12:30|G1	8222	3124	1496.616517	810.257419	679.550881	30.972418	0.000000	0.000000	1	1	1216.809021	1347.353101	1382.896286	2200.926724	1638	2182.653689	1	1	1186.894356	146.499060	30052.000000
SI	44	clock30+dow	UTC12:30|THU	5045	1867	1496.459561	815.812415	679.393925	24.190426	0.000000	0.000000	1	1	1030.728745	1343.130631	1485.353461	2034.475389	1052	1828.193277	1	1	1177.390167	136.994871	30020.000000
SI	45	clock30+vol_regime	UTC12:00|LOW	4070	1594	1493.988394	817.031635	676.922758	22.719108	0.000000	0.000000	1	1	1176.994048	1509.371257	1653.507307	1574.541367	1048	2095.601604	1	1	1170.889188	130.493893	31590.000000
SI	46	clock30+rung	UTC11:00|R0.110	831	284	1491.830986	822.685939	674.765350	7.579777	0.000000	0.000000	1	1	1124.427083	1603.060748	1396.744186	1815.348837	312	2417.819767	1	1	1194.511349	154.116053	35709.000000
SI	47	clock30+vol_regime	UTC11:00|MID	2907	1018	1486.195972	819.578540	669.130336	15.415118	0.000000	0.000000	1	1	1344.322289	1595.739645	1341.843112	1839.569672	888	1607.091503	1	1	1183.048128	142.652832	35545.000000
SI	48	clock30	UTC12:00	12468	4446	1482.733356	804.722568	665.667720	37.124162	0.000000	0.000000	1	1	1193.900463	1460.640525	1467.290334	1877.522846	3458	2458.471370	1	0	1156.018503	115.623207	31499.000000
SI	49	phase+clock30	NY|UTC12:00	12468	4446	1482.733356	804.722568	665.667720	37.124162	0.000000	0.000000	1	1	1193.900463	1460.640525	1467.290334	1877.522846	3458	2458.471370	1	1	1156.018503	115.623207	31499.000000
SI	50	clock30+family	UTC12:00|G1	4804	1674	1479.849164	816.835645	662.783527	22.254005	0.000000	0.000000	1	1	1194.067164	1457.571977	1484.784946	1882.115385	1276	2471.954277	1	1	1137.811335	97.416039	31492.500000
SI	51	clock30+rung	UTC12:30|R0.150	1362	518	1476.636100	821.737013	659.570464	12.313160	0.000000	0.000000	1	1	1250.929487	1268.780488	1406.689189	2186.895604	267	2133.682432	1	1	1193.021236	152.625940	30074.500000
SI	52	clock30+vol_regime	UTC13:00|HIGH	7199	2727	1476.284378	812.379890	659.218742	28.569644	0.000000	0.000000	1	1	959.942529	1381.090622	1409.380165	1852.651515	2701	3758.407591	1	1	1198.303989	157.908693	28364.000000
SI	53	clock30	UTC12:30	20850	7934	1475.528422	789.265206	658.462786	49.243646	0.000000	0.000000	1	1	1190.652174	1328.807292	1329.095880	2175.947837	4520	2070.194013	1	0	1180.686951	140.291655	30005.000000
SI	54	phase+clock30	NY|UTC12:30	20850	7934	1475.528422	789.265206	658.462786	49.243646	0.000000	0.000000	1	1	1190.652174	1328.807292	1329.095880	2175.947837	4520	2070.194013	1	1	1180.686951	140.291655	30005.000000
SI	55	clock30+rung	UTC12:00|R0.075	2772	978	1475.495910	819.816164	658.430274	17.174387	0.000000	0.000000	1	1	1227.747396	1473.460912	1455.903427	1820.316456	706	2428.835079	1	1	1141.419098	101.023802	31525.500000
SI	56	clock30+vol_regime	UTC12:30|LOW	7201	2937	1466.701566	811.658700	649.635930	30.008957	0.000000	0.000000	1	1	1193.627451	1389.160284	1330.986842	2068.956483	1424	1695.444050	1	1	1184.831255	144.435959	30027.000000
SI	57	clock30+dow	UTC13:30|FRI	7456	3121	1464.893464	810.913228	647.827827	29.824282	0.000000	0.000000	1	1	1132.697517	1478.078603	1358.639857	1768.695929	1774	2852.308970	1	1	1161.272347	120.877051	26590.000000
SI	58	clock30+spread_state	UTC12:00|TIGHT	8775	3225	1464.046512	810.489332	646.980875	30.563641	0.000000	0.000000	1	1	1192.875940	1466.190599	1434.638158	1860.909091	3279	2378.032915	1	1	1149.933935	109.538639	31508.000000
SI	59	clock30+rung	UTC12:00|R0.110	1291	448	1460.764509	822.074763	643.698873	11.227503	0.000000	0.000000	1	1	1126.793478	1428.421986	1525.882353	1869.193548	359	2540.000000	1	1	1124.494724	84.099428	31461.000000
SI	60	clock30	UTC11:00	8649	3078	1459.104126	811.211248	642.038490	26.976459	0.000000	0.000000	1	1	1158.156615	1507.104651	1339.826652	1835.746466	3181	2383.561603	1	0	1183.695941	143.300645	35645.000000
SI	61	phase+clock30	NY|UTC11:00	8649	3078	1459.104126	811.211248	642.038490	26.976459	0.000000	0.000000	1	1	1158.156615	1507.104651	1339.826652	1835.746466	3181	2383.561603	1	1	1183.695941	143.300645	35645.000000
SI	62	clock30+dow	UTC11:00|WED	1689	588	1449.655612	821.545632	632.589976	12.080658	0.000000	0.000000	1	1	1039.767442	1053.134921	1585.188172	2118.818898	613	2024.807692	1	1	1180.026202	139.630906	35657.000000
SI	63	clock30+rung	UTC11:00|R0.075	1779	621	1445.241546	821.430783	628.175910	11.659721	0.000000	0.000000	1	1	1190.108696	1476.785714	1388.469101	1723.389831	567	2648.433099	1	1	1165.801527	125.406231	35722.000000
SI	64	clock30+dow	UTC11:30|TUE	1329	497	1433.254527	821.962322	616.188891	10.958667	0.000000	0.000000	1	1	1015.494186	1452.514881	1286.637324	1963.069307	457	2207.854610	1	1	1190.525404	150.130108	33682.000000
SI	65	clock30+spread_state	UTC13:00|NORMAL	7053	2709	1431.554079	813.241415	614.488443	26.557461	0.000000	0.000000	1	1	983.993056	1368.950730	1149.400312	1876.440678	263	6472.822581	1	1	1169.456682	129.061386	28324.000000
SI	66	clock30+family	UTC12:30|G2_REJECT	4649	1766	1429.909400	817.010581	612.843763	21.048365	0.000000	0.000000	1	1	1246.682692	1297.753108	1170.992707	2150.191799	1004	1949.752994	1	1	1174.110795	133.715499	30095.000000
SI	67	clock30+family	UTC11:00|G1_FAST_OPEN	1230	416	1429.344952	822.288445	612.279316	10.155836	0.000000	0.000000	1	1	1067.282609	1571.231061	1381.794355	1730.477941	421	1808.375000	1	1	1164.466865	124.071569	35916.000000
SI	68	phase+family	NY|G1_FAST_OPEN	1230	416	1429.344952	822.288445	612.279316	10.155836	0.000000	0.000000	1	1	1067.282609	1571.231061	1381.794355	1730.477941	421	1808.375000	1	1	1164.466865	124.071569	35916.000000
SI	69	clock30+family	UTC12:00|G2_REJECT	2829	1020	1426.825980	819.957669	609.760344	16.952172	0.000000	0.000000	1	1	1125.965909	1382.272727	1470.852273	1748.780864	792	2635.319149	1	1	1147.832901	107.437605	31442.000000
SI	70	clock30+vol_regime	UTC12:00|MID	4458	1539	1425.685510	817.945945	608.619874	20.612774	0.000000	0.000000	1	1	1386.885246	1425.243644	1284.353448	1942.252747	927	1691.663851	1	1	1134.471496	94.076200	31406.000000
SI	71	clock30+virgin	UTC12:00|TOUCHED	3103	1117	1425.069382	819.593166	608.003746	17.938297	0.000000	0.000000	1	1	1104.096859	1370.714286	1473.974359	1754.408602	878	2713.939394	1	1	1151.735663	111.340367	31427.000000
SI	72	clock30+spread_state	UTC12:30|TIGHT	14166	5431	1424.331615	802.412549	607.265979	37.847133	0.000000	0.000000	1	1	1181.254296	1306.457016	1299.113439	2056.064769	4401	2037.145522	1	1	1151.667596	111.272300	29968.500000
SI	73	clock30+spread_state	UTC11:00|TIGHT	5999	2193	1418.375513	815.485704	601.309877	22.010109	0.000000	0.000000	1	1	1188.184524	1486.496479	1326.268601	1700.242967	2988	2276.341241	1	1	1179.497645	139.102349	35638.000000
SI	74	clock30+virgin	UTC12:30|TOUCHED	5733	2222	1417.271602	815.388735	600.205966	23.374397	0.000000	0.000000	1	1	1240.967742	1230.471114	1172.389241	2233.429978	1264	1902.523697	1	1	1179.769507	139.374211	29993.000000
SI	75	clock30+vol_regime	UTC11:30|LOW	2261	811	1403.862515	820.887594	586.796879	13.668946	0.000000	0.000000	1	1	1062.285714	1198.265306	1685.937500	1685.183246	739	1787.375519	1	1	1104.076360	63.681064	33705.000000
SI	76	clock30+vol_regime	UTC11:00|LOW	2962	1123	1388.176759	819.835290	571.111122	15.355774	0.000000	0.000000	1	1	1007.845622	1472.868272	1443.013245	1531.902390	939	1665.060137	1	1	1131.666962	91.271666	35716.000000
SI	77	clock30+rung	UTC13:00|R0.150	1396	551	1387.127949	821.913853	570.062313	11.212741	0.000000	0.000000	1	1	1045.911458	1427.716049	1254.775641	1728.941606	381	2368.504274	1	1	1145.084970	104.689674	28365.000000
SI	78	clock30+dow	UTC12:00|TUE	2650	952	1379.033613	820.512865	561.967977	15.541645	0.000000	0.000000	1	1	1156.065574	1525.861801	1244.447279	1595.326797	644	2134.123377	1	1	1130.403450	90.008154	31526.500000
SI	79	clock30+family	UTC13:00|G1_FINE	9851	3856	1372.233532	810.108802	555.167896	29.818148	0.000000	0.000000	1	1	1017.250000	1334.443921	1285.168029	1758.996479	2732	2197.085967	1	1	1130.403809	90.008513	28368.000000
SI	80	clock30+rung	UTC13:00|R0.050	9731	3801	1370.871481	810.344049	553.805845	29.534605	0.000000	0.000000	1	1	1014.883890	1338.018234	1275.656682	1759.517766	2717	2199.610266	1	1	1128.624542	88.229246	28362.000000
SI	81	clock30+vol_regime	UTC13:00|MID	8227	3059	1367.797483	813.102752	550.731847	24.467466	0.000000	0.000000	1	1	1248.607078	1294.723667	1133.468158	2050.914211	1918	1489.561934	1	1	1101.384537	60.989241	28269.000000
SI	82	phase+spread_state	TOKYO|WIDE	1343	474	1365.595992	822.256598	548.530355	10.131360	0.000000	0.000000	1	1	1874.446309	847.097315	833.068182	1553.996212	2110	12157.500000	1	1	1650.138099	609.742803	21472.000000
SI	83	clock30+rung	UTC13:00|R0.110	2521	985	1363.007614	820.495933	545.941978	14.928646	0.000000	0.000000	1	1	1031.881868	1391.286232	1228.116319	1745.052301	627	2369.662162	1	1	1117.218737	76.823441	28343.000000
SI	84	clock30+dow	UTC12:30|WED	3860	1353	1358.470067	819.254545	541.404430	18.163411	0.000000	0.000000	1	1	1307.768817	888.116359	1431.284047	2162.751142	780	1563.584906	1	1	1149.898056	109.502760	30008.500000
SI	85	clock30+family	UTC11:00|G2_REJECT	2100	752	1358.181516	821.326935	541.115880	12.355508	0.000000	0.000000	1	1	1073.289474	1352.915225	1290.974576	1694.905303	751	2253.193780	1	1	1142.253976	101.858680	35478.000000
SI	86	clock30+family	UTC12:30|G2_RECLAIM	1165	486	1353.076132	822.253820	536.010495	10.099083	0.000000	0.000000	1	1	1141.614583	1000.635838	1165.786517	2553.764368	271	1689.093407	1	1	1195.226040	154.830744	29677.000000
SI	87	clock30+family	UTC13:00|G1	9102	3569	1352.705240	811.612272	535.639603	27.643601	0.000000	0.000000	1	1	1011.976744	1357.661370	1244.083896	1724.772727	2309	2339.093611	1	1	1117.450810	77.055514	28357.000000
SI	88	clock30+dow	UTC13:00|WED	4491	1709	1352.592159	818.084837	535.526523	21.412447	0.000000	0.000000	1	1	1281.535370	1223.925121	1167.866972	1753.599089	1215	1786.076389	1	1	1127.715904	87.320608	28367.000000
SI	89	clock30	UTC13:00	23956	9266	1349.423430	790.984439	532.357793	45.892470	0.000000	0.000000	1	1	1011.032439	1339.746306	1204.159844	1747.781822	6469	2287.809676	1	0	1114.095395	73.700099	28342.000000
SI	90	phase+clock30	NY|UTC13:00	23956	9266	1349.423430	790.984439	532.357793	45.892470	0.000000	0.000000	1	1	1011.032439	1339.746306	1204.159844	1747.781822	6469	2287.809676	1	1	1114.095395	73.700099	28342.000000
SI	91	family+spread_state	G1_FINE|WIDE	598	207	1348.864734	823.202536	531.799098	6.220056	0.000000	0.000000	1	0	1926.607143	958.235294	763.421053	1293.750000	1428	11362.077465	0	1	1588.336397	547.941101	20540.000000
SI	92	clock30+vol_regime	UTC12:30|MID	7608	2810	1345.796263	814.397540	528.730627	23.596153	0.000000	0.000000	1	1	1219.288155	1261.823308	1233.856669	2049.781421	1301	1569.620327	1	1	1131.050000	90.654704	29975.000000
SI	93	spread_state	WIDE	1608	552	1340.221920	822.075502	523.156284	10.493524	0.000000	0.000000	1	1	1786.851266	937.763158	961.594828	1531.044521	3263	10967.279412	1	0	1548.507871	508.112575	21463.000000
SI	94	clock30+rung	UTC13:00|R0.075	5185	2033	1338.384161	817.155086	521.318525	20.060753	0.000000	0.000000	1	1	993.228883	1321.405975	1249.026138	1714.022817	1301	2314.575472	1	1	1110.134518	69.739222	28361.000000
SI	95	clock30+virgin	UTC11:00|TOUCHED	2620	944	1334.645127	820.809568	517.579491	13.184287	0.000000	0.000000	1	1	1071.050420	1290.422535	1273.033981	1745.232919	953	2296.033835	1	1	1135.595096	95.199800	35420.000000
SI	96	clock30+dow	UTC13:00|THU	5304	2047	1327.993405	817.245125	510.927769	20.788541	0.000000	0.000000	1	0	773.917379	1316.044580	1109.620939	1893.421053	1432	2485.632118	0	1	1092.700611	52.305315	28312.000000
SI	97	clock30+dow	UTC12:30|TUE	3810	1548	1326.354974	818.898483	509.289338	18.899904	0.000000	0.000000	1	1	999.627863	1594.363057	1082.192235	1633.980836	896	1930.123967	1	1	1130.477078	90.081782	30013.500000
SI	98	clock30+spread_state	UTC13:00|TIGHT	16894	6555	1315.345156	802.514551	498.279520	36.413676	0.000000	0.000000	1	1	1018.863636	1326.028571	1221.350856	1672.661503	6143	2078.510638	1	1	1090.266392	49.871096	28348.500000
SI	99	clock30+family	UTC13:00|G2_RECLAIM	1196	432	1309.380787	822.557016	492.315151	9.060812	0.000000	0.000000	1	1	1138.243243	1225.543478	1020.000000	1779.221311	325	2299.435484	1	1	1094.668728	54.273432	28045.500000
SI	100	clock30+virgin	UTC13:00|TOUCHED	6508	2408	1308.984635	816.349864	491.918998	21.559243	0.000000	0.000000	1	1	1006.599099	1326.635338	1009.228188	1778.571429	1754	2343.790323	1	1	1077.061099	36.665803	28305.000000
SI	101	clock30+family	UTC13:00|G2_REJECT	5378	2004	1305.597555	817.675743	488.531919	19.558149	0.000000	0.000000	1	1	964.972325	1349.755435	1005.828025	1768.869801	1438	2358.296569	1	1	1071.716498	31.321202	28360.000000
SI	102	clock30+dow	UTC11:00|TUE	1857	659	1301.619879	821.883878	484.554242	10.968639	0.000000	0.000000	1	1	826.673729	1465.726496	1118.391813	1661.727941	537	2141.732026	1	1	1115.191226	74.795930	35603.000000
SI	103	clock30+dow	UTC13:00|TUE	4782	1822	1282.548024	818.517380	465.482388	18.880783	0.000000	0.000000	1	1	947.075972	1576.392045	1063.489583	1397.355072	1252	1877.514451	1	1	1094.767098	54.371802	28349.000000
SI	104	clock30+spread_state	UTC13:30|NORMAL	9638	3947	1260.214087	812.659540	443.148450	25.565501	0.000000	0.000000	1	1	886.327093	1287.938099	1105.541775	1523.926483	264	12156.290323	1	1	1098.880906	58.485610	26498.000000
SI	105	clock30+vol_regime	UTC13:30|HIGH	10286	4026	1247.244784	812.769573	430.179148	25.961960	0.000000	0.000000	1	0	748.198294	1136.928089	1310.821364	1444.484719	3483	3212.489154	0	1	1099.121566	58.726270	26476.000000
SI	106	clock30+family	UTC11:00|G2_RECLAIM	545	202	1242.834158	823.355670	425.768522	4.947643	0.000000	0.000312	1	1	1030.185185	1009.154412	1249.934211	1923.225806	207	2458.750000	1	1	1110.475048	70.079752	35175.000000
SI	107	clock30+vol_regime	UTC13:00|LOW	8530	3480	1233.861351	814.615401	416.795714	24.669623	0.000000	0.000000	1	1	850.344460	1334.344262	1158.491848	1486.878743	1850	1696.060359	1	1	1055.300740	14.905444	28390.500000
SI	108	clock30+dow	UTC12:00|MON	2496	903	1232.167774	821.536273	415.102138	10.956191	0.000000	0.000000	1	0	801.208609	1374.879880	1291.400778	1246.543210	760	2088.750000	0	1	1057.150276	16.754980	31498.500000
SI	109	clock30+dow	UTC11:00|MON	1606	566	1225.454947	822.443829	408.389311	7.467766	0.000000	0.000000	1	1	877.629870	1554.577114	1030.372340	1198.500000	663	1880.125000	1	1	1123.703094	83.307798	35681.000000
SI	110	clock30+dow	UTC12:30|MON	2902	1173	1206.551577	821.018371	389.485941	12.465686	0.000000	0.000000	1	1	839.481383	1211.535714	1103.901985	1674.795259	779	1959.606742	1	1	1048.564933	8.169637	29972.500000
SI	111	clock30+vol_regime	UTC14:00|HIGH	8211	3313	1206.398280	815.661407	389.332643	22.021248	0.000000	0.000000	1	0	716.989529	1055.111900	1148.528226	1534.003923	2965	1915.320431	0	1	1011.710408	-28.684888	24691.000000
SI	112	clock30+family	UTC13:30|G1_FINE	13559	5583	1199.661472	810.060535	382.595836	26.883804	0.000000	0.000000	1	1	877.819507	1221.535525	1086.008018	1514.171300	3376	2024.979301	1	1	1049.434603	9.039307	26510.000000
SI	113	clock30+rung	UTC13:30|R0.050	13250	5451	1198.364062	810.445958	381.298425	26.463060	0.000000	0.000000	1	1	873.117849	1218.015203	1086.214413	1513.222892	3332	2021.152235	1	1	1048.283746	7.888450	26504.000000
SI	114	rung+spread_state	R0.050|WIDE	673	233	1198.326180	823.338896	381.260544	5.192559	0.000000	0.000087	1	0	1616.721311	916.703297	757.500000	1408.636364	1372	11251.382979	0	1	1478.969156	438.573860	21463.000000
