segment	block	era_label	arm	k	rule	ratchet_arm	days	realized_day	picked_day	entered_cert_day	capture_pct	capture_entered_pct	median_day	worst_day	best_day	sd_day	loss_days_pct	trades_day	trade_mean	max_trade_loss	max_trade_gain	win_rate	stop_rate	hold_min	winner_trade_mean	dud_trade_mean	winner_share
e	blind_e3	2023-09-15..10-13 control	v2	5	mirror@1.50	854.14	20	79.48499999999996	2203.1549999999997	1257.145	3.607780660008032	6.322659677284637	-62.040000000000006	-552.18	1303.02	519.1738691373055	55.00000000000001	3.0	26.494999999999997	-311.76	1610.84	38.333333333333336	13.333333333333334	34.265277777777776	334.82333333333327	-105.64571428571428	30.0
e	blind_e3	2023-09-15..10-13 control	v2	5	mirror@1.00+patience15	854.14	20	172.72400000000002	2203.1549999999997	1674.3740000000003	7.839847854554039	10.315735910853848	225.62	-435.04	957.22	357.03164356118356	30.0	3.6	47.97888888888889	-339.66	924.44	52.77777777777778	11.11111111111111	20.141898148148147	236.384	-52.236595744680855	34.72222222222222
e	blind_e3	2023-09-15..10-13 control	v2	5	mirror@1.00+ratchet	854.14	20	83.99	2203.1549999999997	2149.42	3.812260145110081	3.907565761926473	-34.900000000000006	-514.4	1119.8000000000002	430.853945160074	50.0	4.75	17.68210526315789	-306.56	924.44	37.89473684210527	1.0526315789473684	12.893333333333334	125.47125	-37.0679365079365	33.68421052631579
e	blind_e3	2023-09-15..10-13 control	v2	5	oracle	854.14	20	995.5199999999999	2203.1549999999997	990.4649999999999	45.186108104059855	100.51036634308127	1026.98	-16.21999999999997	1936.28	547.4532929483573	5.0	2.0	497.76000000000005	-317.76	1845.14	92.5	7.5	100.09583333333333	1108.16	131.52	37.5
e	blind_e3	2023-09-15..10-13 control	v2 no-M	3	close	854.14	20	124.17600000000002	1510.975	751.161	8.21826966031867	16.5312096874039	-94.62000000000006	-613.12	1088.74	600.5876629635344	50.0	1.4	88.69714285714288	-339.66	1381.34	35.714285714285715	64.28571428571429	165.51309523809522	645.5490909090909	-271.61882352941177	39.285714285714285
e	blind_e3	2023-09-15..10-13 control	v2 no-M	3	mirror@0.75	854.14	20	115.651	1510.975	1453.986	7.6540644285974295	7.954065582474659	25.019999999999996	-282.68	1039.32	317.553028798341	40.0	2.9	39.8796551724138	-322.26	869.14	46.55172413793103	1.7241379310344827	7.985344827586207	145.54454545454544	-24.693333333333335	37.93103448275862
e	blind_e3	2023-09-15..10-13 control	v2 no-M	3	mirror@1.00	854.14	20	136.91299999999998	1510.975	1475.963	9.061235295090917	9.276181042478706	44.82	-317.58	998.5200000000001	355.8294694527141	45.0	2.95	46.41118644067796	-151.66	924.44	42.3728813559322	0.0	13.960734463276838	159.89454545454544	-21.065405405405404	37.28813559322034
e	blind_e3	2023-09-15..10-13 control	v2 no-M	3	mirror@1.50	854.14	20	241.846	1510.975	1062.776	16.00595641886861	22.756065247992048	253.20999999999998	-326.62	1423.8799999999999	451.8472430855366	45.0	2.15	112.48651162790696	-322.26	1610.84	51.162790697674424	13.953488372093023	42.69341085271318	461.54588235294113	-115.74461538461539	39.53488372093023
e	blind_e3	2023-09-15..10-13 control	v2 no-M	3	mirror@1.00+patience15	854.14	20	164.32	1510.975	1337.145	10.875097205446815	12.288869195188255	190.8	-374.78	858.1200000000001	305.050593770935	30.0	2.5	65.72800000000001	-339.66	924.44	57.99999999999999	12.0	19.704333333333334	240.5495238095238	-60.86689655172413	42.0
e	blind_e3	2023-09-15..10-13 control	v2 no-M	3	mirror@1.00+ratchet	854.14	20	136.91299999999998	1510.975	1475.963	9.061235295090917	9.276181042478706	44.82	-317.58	998.5200000000001	355.8294694527141	45.0	2.95	46.41118644067796	-151.66	924.44	42.3728813559322	0.0	13.960734463276838	159.89454545454544	-21.065405405405404	37.28813559322034
e	blind_e3	2023-09-15..10-13 control	v2 no-M	3	oracle	854.14	20	869.9879999999999	1510.975	866.298	57.57792154072701	100.4259504235263	877.0899999999999	134.28	1874.38	429.4009700687692	0.0	1.7	511.7576470588236	-322.26	1845.14	91.17647058823529	8.823529411764707	91.91519607843136	1054.8614285714282	131.585	41.17647058823529
e	blind_e3	2023-09-15..10-13 control	v2 no-M	5	close	854.14	20	18.174	2187.685	756.144	0.8307411716037729	2.403510442455405	-270.99	-912.6800000000001	1036.14	576.7721868155571	55.00000000000001	1.6	11.358750000000015	-320.86	1381.34	31.25	68.75	159.55989583333334	524.0672727272727	-257.20285714285717	34.375
e	blind_e3	2023-09-15..10-13 control	v2 no-M	5	mirror@0.75	854.14	20	32.30499999999999	2187.685	2160.94	1.4766751154759479	1.4949512712060489	-51.45	-356.09999999999997	1183.6	345.9261652939829	55.00000000000001	4.75	6.801052631578947	-322.26	869.14	34.73684210526316	2.1052631578947367	7.373684210526316	95.0916129032258	-35.9646875	32.631578947368425
e	blind_e3	2023-09-15..10-13 control	v2 no-M	5	mirror@1.00	854.14	20	44.967	2187.685	2159.267	2.0554604524874467	2.082512259947473	-104.82000000000001	-514.4	1079.2000000000003	403.04913930065646	65.0	4.8	9.368125000000001	-153.96	924.44	34.375	0.0	12.944791666666667	101.70774193548385	-34.67076923076924	32.29166666666667
e	blind_e3	2023-09-15..10-13 control	v2 no-M	5	mirror@1.50	854.14	20	102.14799999999997	2187.685	1230.0430000000001	4.669227973862781	8.30442512985318	-50.74000000000001	-568.34	1250.7199999999998	515.6547879890188	55.00000000000001	2.95	34.62644067796609	-311.76	1610.84	38.983050847457626	11.864406779661017	39.414124293785314	377.70666666666665	-115.99414634146342	30.508474576271187
e	blind_e3	2023-09-15..10-13 control	v2 no-M	5	mirror@1.00+patience15	854.14	20	83.886	2187.685	1674.521	3.834464285306157	5.009551985314009	198.51999999999998	-607.4399999999999	957.22	405.59292326666645	40.0	3.65	22.98246575342466	-339.66	924.44	46.57534246575342	10.95890410958904	19.80525114155251	211.092	-74.99125	34.24657534246575
e	blind_e3	2023-09-15..10-13 control	v2 no-M	5	mirror@1.00+ratchet	854.14	20	44.967	2187.685	2159.267	2.0554604524874467	2.082512259947473	-104.82000000000001	-514.4	1079.2000000000003	403.04913930065646	65.0	4.8	9.368125000000001	-153.96	924.44	34.375	0.0	12.944791666666667	101.70774193548385	-34.67076923076924	32.29166666666667
e	blind_e3	2023-09-15..10-13 control	v2 no-M	5	oracle	854.14	20	1035.2269999999999	2187.685	1029.397	47.32066088125118	100.56635098023405	1041.18	95.51999999999998	2267.02	580.1904505341328	0.0	2.05	504.98878048780483	-311.76	1845.14	92.6829268292683	7.317073170731707	101.83292682926829	1039.0462499999999	163.192	39.02439024390244
e	blind_e3	2023-09-15..10-13 control	v3 full	3	close	854.14	20	174.095	1598.1349999999998	781.6850000000001	10.893635393755849	22.271759084541724	145.54	-907.1800000000001	1667.04	687.0512362225979	40.0	1.5	116.06333333333335	-339.66	1667.04	40.0	60.0	179.37833333333336	751.8581818181818	-252.0284210526316	36.666666666666664
e	blind_e3	2023-09-15..10-13 control	v3 full	3	mirror@0.75	854.14	20	45.87600000000001	1598.1349999999998	1541.1460000000002	2.8705960385073865	2.9767458761207575	-56.28	-282.68	765.82	264.885930211478	55.00000000000001	2.9	15.819310344827588	-322.26	452.64	39.6551724137931	1.7241379310344827	8.80948275862069	96.81916666666666	-41.357058823529414	41.37931034482759
e	blind_e3	2023-09-15..10-13 control	v3 full	3	mirror@1.00	854.14	20	33.653000000000006	1598.1349999999998	1563.123	2.1057670346998227	2.152933582322057	-115.72999999999999	-366.47999999999996	760.32	330.32429079769474	55.00000000000001	2.95	11.407796610169495	-151.66	924.44	33.89830508474576	0.0	13.284745762711866	109.23583333333333	-55.67428571428571	40.67796610169492
e	blind_e3	2023-09-15..10-13 control	v3 full	3	mirror@1.50	854.14	20	80.295	1598.1349999999998	1159.225	5.024293942626875	6.926610450947832	16.01	-473.28000000000003	1471.48	474.44790415281636	50.0	2.25	35.68666666666667	-322.26	1658.44	42.22222222222222	15.555555555555555	37.818888888888885	271.80842105263156	-136.86384615384617	42.22222222222222
e	blind_e3	2023-09-15..10-13 control	v3 full	3	mirror@1.00+patience15	854.14	20	2.0960000000000036	1598.1349999999998	1214.126	0.13115287507000373	0.17263447121633205	23.03	-471.18000000000006	684.4200000000001	322.81827250637474	40.0	2.4	0.8733333333333301	-339.66	924.44	43.75	14.583333333333334	20.473263888888887	170.24526315789473	-110.0944827586207	39.58333333333333
e	blind_e3	2023-09-15..10-13 control	v3 full	3	mirror@1.00+ratchet	854.14	20	33.653000000000006	1598.1349999999998	1563.123	2.1057670346998227	2.152933582322057	-115.72999999999999	-366.47999999999996	760.32	330.32429079769474	55.00000000000001	2.95	11.407796610169495	-151.66	924.44	33.89830508474576	0.0	13.284745762711866	109.23583333333333	-55.67428571428571	40.67796610169492
e	blind_e3	2023-09-15..10-13 control	v3 full	3	oracle	854.14	20	874.3109999999999	1598.1349999999998	870.3209999999999	54.708206753497045	100.45845153684675	993.56	-316.97999999999996	1922.08	556.8269989673632	5.0	1.65	529.8854545454545	-322.26	1892.84	87.87878787878788	12.121212121212121	106.28686868686869	1197.3861538461538	96.00999999999999	39.39393939393939
e	blind_e3	2023-09-15..10-13 control	v3 full	5	close	854.14	20	-10.500999999999976	2173.2149999999992	749.3340000000001	-0.48320115589115575	-1.401377756781352	-296.61	-907.1800000000001	1667.04	670.937321140358	60.0	1.6	-6.563124999999985	-320.86	1667.04	28.125	71.875	161.17760416666667	611.82	-287.6463636363636	31.25
e	blind_e3	2023-09-15..10-13 control	v3 full	5	mirror@0.75	854.14	20	41.738000000000014	2173.2149999999992	2127.618	1.9205646933230272	1.9617243320934497	-63.45	-405.19999999999993	1176.9	366.9111813450225	55.00000000000001	4.7	8.8804255319149	-322.26	869.14	32.97872340425532	1.0638297872340425	7.441312056737589	101.17333333333333	-34.381875	31.914893617021278
e	blind_e3	2023-09-15..10-13 control	v3 full	5	mirror@1.00	854.14	20	15.532000000000007	2173.2149999999992	2126.822	0.7147014906486479	0.7302914865465943	-125.05	-552.5	1148.3000000000002	448.6281282487758	55.00000000000001	4.8	3.235833333333337	-153.96	924.44	33.33333333333333	0.0	12.147395833333333	111.60333333333332	-46.02212121212123	31.25
e	blind_e3	2023-09-15..10-13 control	v3 full	5	mirror@1.50	854.14	20	120.66599999999998	2173.2149999999992	1202.836	5.552418881702916	10.03179153267777	-112.63000000000001	-562.34	1543.12	602.1159589016056	65.0	2.65	45.534339622641504	-311.76	1658.44	39.62264150943396	9.433962264150944	37.436163522012585	348.27529411764704	-97.42666666666668	32.075471698113205
e	blind_e3	2023-09-15..10-13 control	v3 full	5	mirror@1.00+patience15	854.14	20	121.56299999999999	2173.2149999999992	1548.758	5.59369413518681	7.8490635722301345	158.95	-600.84	1019.6600000000001	397.7008802240699	30.0	3.45	35.23565217391304	-339.66	924.44	52.17391304347826	8.695652173913043	20.218840579710147	215.9172727272727	-49.33872340425532	31.88405797101449
e	blind_e3	2023-09-15..10-13 control	v3 full	5	mirror@1.00+ratchet	854.14	20	15.532000000000007	2173.2149999999992	2126.822	0.7147014906486479	0.7302914865465943	-125.05	-552.5	1148.3000000000002	448.6281282487758	55.00000000000001	4.8	3.235833333333337	-153.96	924.44	33.33333333333333	0.0	12.147395833333333	111.60333333333332	-46.02212121212123	31.25
e	blind_e3	2023-09-15..10-13 control	v3 full	5	oracle	854.14	20	961.3530000000001	2173.2149999999992	940.6879999999999	44.23644232162949	102.19679638732504	1041.18	-316.97999999999996	1936.28	607.8740831545624	5.0	1.95	493.0015384615384	-311.76	1892.84	92.3076923076923	7.6923076923076925	93.16239316239316	1115.5042857142857	144.4	35.8974358974359
e	blind_e3	2023-09-15..10-13 control	v3 no-M	3	close	854.14	20	138.536	1504.725	694.566	9.206732127132865	19.94569270594875	114.87999999999994	-895.38	1088.74	547.1044749807846	45.0	1.4	98.9542857142857	-339.66	1312.14	42.857142857142854	57.14285714285714	185.0809523809524	718.1200000000001	-245.0266666666667	35.714285714285715
e	blind_e3	2023-09-15..10-13 control	v3 no-M	3	mirror@0.75	854.14	20	61.144000000000005	1504.725	1447.734	4.063466746415458	4.223427784385806	13.57	-282.68	765.82	253.64849115261856	40.0	2.85	21.4540350877193	-322.26	452.64	43.859649122807014	1.7543859649122806	9.018713450292399	100.48545454545456	-28.22285714285714	38.59649122807017
e	blind_e3	2023-09-15..10-13 control	v3 no-M	3	mirror@1.00	854.14	20	63.026000000000025	1504.725	1469.711	4.18853943411587	4.288326072268631	-16.729999999999997	-366.47999999999996	760.32	311.7696324596095	50.0	2.9	21.733103448275866	-151.66	924.44	39.6551724137931	0.0	13.952011494252874	113.7490909090909	-34.498888888888885	37.93103448275862
e	blind_e3	2023-09-15..10-13 control	v3 no-M	3	mirror@1.50	854.14	20	55.840999999999994	1504.725	1079.6209999999999	3.71104354616292	5.1722780494266045	-48.3	-644.38	1423.8799999999999	484.9200501721907	60.0	2.15	25.972558139534883	-322.26	1610.84	37.2093023255814	16.27906976744186	34.060077519379846	272.3929411764706	-135.14846153846153	39.53488372093023
e	blind_e3	2023-09-15..10-13 control	v3 no-M	3	mirror@1.00+patience15	854.14	20	50.721	1504.725	1115.7559999999999	3.370782036584758	4.545886376591298	39.72999999999998	-386.28	684.4200000000001	265.9352968280067	40.0	2.4	21.133750000000006	-339.66	924.44	50.0	12.5	19.945833333333333	202.5988235294118	-78.37935483870969	35.41666666666667
e	blind_e3	2023-09-15..10-13 control	v3 no-M	3	mirror@1.00+ratchet	854.14	20	63.026000000000025	1504.725	1469.711	4.18853943411587	4.288326072268631	-16.729999999999997	-366.47999999999996	760.32	311.7696324596095	50.0	2.9	21.733103448275866	-151.66	924.44	39.6551724137931	0.0	13.952011494252874	113.7490909090909	-34.498888888888885	37.93103448275862
e	blind_e3	2023-09-15..10-13 control	v3 no-M	3	oracle	854.14	20	807.6189999999999	1504.725	819.2539999999999	53.672199239063616	98.57980553039717	877.0899999999999	-176.22	1874.38	578.9406635735652	15.0	1.6	504.76187500000003	-322.26	1845.14	87.5	12.5	99.51354166666667	1200.3899999999999	87.385	37.5
e	blind_e3	2023-09-15..10-13 control	v3 no-M	5	close	854.14	20	-14.753999999999973	2200.835	697.601	-0.6703819232245931	-2.1149625645605403	-270.99	-901.28	1036.14	547.299586957637	60.0	1.65	-8.941818181818201	-320.86	1312.14	30.303030303030305	69.6969696969697	151.15353535353537	632.35	-287.764347826087	30.303030303030305
e	blind_e3	2023-09-15..10-13 control	v3 no-M	5	mirror@0.75	854.14	20	7.58900000000001	2200.835	2151.514	0.344823669198282	0.35272835779827644	-40.97	-405.19999999999993	615.0	252.15966517070092	60.0	4.6	1.6497826086956529	-322.26	452.64	34.78260869565217	1.0869565217391304	7.583333333333333	76.16499999999999	-38.09166666666667	34.78260869565217
e	blind_e3	2023-09-15..10-13 control	v3 no-M	5	mirror@1.00	854.14	20	6.224999999999994	2200.835	2159.255	0.2828471920884571	0.2882938791388694	-90.45	-552.5	726.1	348.4536999875306	55.00000000000001	4.75	1.3105263157894735	-182.26	924.44	36.84210526315789	0.0	13.065438596491228	84.061875	-40.72190476190476	33.68421052631579
e	blind_e3	2023-09-15..10-13 control	v3 no-M	5	mirror@1.50	854.14	20	121.36499999999998	2200.835	1173.1299999999999	5.514497906476405	10.345400765473562	-20.190000000000015	-498.34000000000003	1471.92	535.4308940983888	55.00000000000001	2.75	44.13272727272727	-311.76	1658.44	40.0	12.727272727272727	40.59	362.5566666666666	-110.77621621621623	32.72727272727273
e	blind_e3	2023-09-15..10-13 control	v3 no-M	5	mirror@1.00+patience15	854.14	20	26.677	2200.835	1502.132	1.2121308503363495	1.7759424604495475	13.809999999999988	-635.9	957.22	360.5252329740597	50.0	3.55	7.514647887323943	-339.66	924.44	49.29577464788733	12.676056338028168	19.575586854460095	190.16173913043477	-80.00375	32.3943661971831
e	blind_e3	2023-09-15..10-13 control	v3 no-M	5	mirror@1.00+ratchet	854.14	20	6.224999999999994	2200.835	2159.255	0.2828471920884571	0.2882938791388694	-90.45	-552.5	726.1	348.4536999875306	55.00000000000001	4.75	1.3105263157894735	-182.26	924.44	36.84210526315789	0.0	13.065438596491228	84.061875	-40.72190476190476	33.68421052631579
e	blind_e3	2023-09-15..10-13 control	v3 no-M	5	oracle	854.14	20	986.8120000000001	2200.835	980.142	44.83807282236061	100.68051363986035	1041.18	-299.96	2151.62	651.8024088142049	5.0	2.05	481.3717073170731	-311.76	1892.84	90.2439024390244	9.75609756097561	96.23658536585366	1095.0600000000002	127.32076923076923	36.58536585365854
e	blind_e3	2023-09-15..10-13 control	E/T/I only	3	close	854.14	20	-95.24300000000002	1068.4249999999997	541.332	-8.914336523387234	-17.594193581757597	-306.46000000000004	-629.52	1807.04	653.658841515205	75.0	1.3	-73.26384615384616	-326.16	1807.04	19.230769230769234	80.76923076923077	144.38910256410256	559.8114285714286	-306.5021052631579	26.923076923076923
e	blind_e3	2023-09-15..10-13 control	E/T/I only	3	mirror@0.75	854.14	20	-1.5849999999999909	1068.4249999999997	1035.66	-0.1483492056063824	-0.15304250429677604	-77.42	-308.78	580.72	232.853621992444	60.0	2.75	-0.576363636363637	-306.56	452.64	38.18181818181819	1.8181818181818181	7.8957575757575755	128.59	-44.68195121951219	25.454545454545453
e	blind_e3	2023-09-15..10-13 control	E/T/I only	3	mirror@1.00	854.14	20	4.156000000000006	1068.4249999999997	1057.0459999999998	0.3889837845426686	0.39317115811421705	-56.95	-377.38	907.12	332.35514508429077	60.0	2.9	1.4331034482758591	-306.56	924.44	31.03448275862069	1.7241379310344827	12.025287356321838	166.34	-51.03727272727272	24.137931034482758
e	blind_e3	2023-09-15..10-13 control	E/T/I only	3	mirror@1.50	854.14	20	98.99700000000004	1068.4249999999997	898.632	9.265694831176738	11.016411612317395	-148.22000000000003	-565.78	1582.0800000000002	566.5273484757819	60.0	2.05	48.29121951219512	-308.66	1658.44	34.146341463414636	12.195121951219512	38.33943089430895	400.39384615384614	-115.18500000000002	31.70731707317073
e	blind_e3	2023-09-15..10-13 control	E/T/I only	3	mirror@1.00+patience15	854.14	20	65.042	1068.4249999999997	913.357	6.0876523855207445	7.121202333808139	24.759999999999998	-541.62	957.22	367.09948776319476	45.0	2.05	31.72780487804878	-339.66	924.44	51.21951219512195	17.073170731707318	19.858943089430895	262.84000000000003	-75.57428571428571	31.70731707317073
e	blind_e3	2023-09-15..10-13 control	E/T/I only	3	mirror@1.00+ratchet	854.14	20	4.156000000000006	1068.4249999999997	1057.0459999999998	0.3889837845426686	0.39317115811421705	-56.95	-377.38	907.12	332.35514508429077	60.0	2.9	1.4331034482758591	-306.56	924.44	31.03448275862069	1.7241379310344827	12.025287356321838	166.34	-51.03727272727272	24.137931034482758
e	blind_e3	2023-09-15..10-13 control	E/T/I only	3	oracle	854.14	20	594.03	1068.4249999999997	588.3149999999999	55.59866158129959	100.97141837281049	385.42999999999995	-258.62	2342.64	652.0053129078013	10.0	1.5	396.02000000000004	-303.66	2342.64	93.33333333333333	6.666666666666667	63.02388888888889	1149.14	122.15818181818182	26.666666666666668
e	blind_e3	2023-09-15..10-13 control	E/T/I only	5	close	854.14	20	-115.23400000000001	1817.6699999999996	606.3109999999999	-6.339654612773498	-19.005757771176842	-301.15999999999997	-924.1800000000001	1807.04	643.1820276127124	70.0	1.65	-69.83878787878787	-326.16	1807.04	24.242424242424242	75.75757575757575	136.38939393939393	623.2525	-291.628	24.242424242424242
e	blind_e3	2023-09-15..10-13 control	E/T/I only	5	mirror@0.75	854.14	20	-49.143	1817.6699999999996	1740.7169999999999	-2.7036260707389137	-2.8231470135582066	-60.7	-405.19999999999993	586.0	263.06161310803213	55.00000000000001	4.55	-10.80065934065934	-322.26	452.64	31.868131868131865	2.197802197802198	7.3007326007326006	84.536	-46.9130303030303	27.472527472527474
e	blind_e3	2023-09-15..10-13 control	E/T/I only	5	mirror@1.00	854.14	20	-57.29600000000001	1817.6699999999996	1771.279	-3.1521673351048327	-3.2347247384517064	-146.75	-552.5	726.1	353.71060993982076	65.0	4.85	-11.813608247422678	-306.56	924.44	29.896907216494846	1.0309278350515463	11.883676975945017	115.3	-55.95027777777778	25.773195876288657
e	blind_e3	2023-09-15..10-13 control	E/T/I only	5	mirror@1.50	854.14	20	-74.03100000000003	1817.6699999999996	870.9040000000001	-4.07285150769942	-8.500477664587603	-179.73000000000002	-793.1400000000001	1133.2199999999998	454.4870832697008	70.0	2.6	-28.473461538461535	-311.76	1037.84	28.846153846153843	13.461538461538462	34.34038461538462	238.80666666666664	-108.6575	23.076923076923077
e	blind_e3	2023-09-15..10-13 control	E/T/I only	5	mirror@1.00+patience15	854.14	20	48.80099999999997	1817.6699999999996	1239.661	2.684810774232946	3.936640742912778	56.62	-676.3800000000001	957.22	393.128933734214	45.0	3.15	15.492380952380955	-339.66	924.44	50.79365079365079	17.46031746031746	20.41005291005291	230.62333333333333	-70.56	28.57142857142857
e	blind_e3	2023-09-15..10-13 control	E/T/I only	5	mirror@1.00+ratchet	854.14	20	-57.29600000000001	1817.6699999999996	1771.279	-3.1521673351048327	-3.2347247384517064	-146.75	-552.5	726.1	353.71060993982076	65.0	4.85	-11.813608247422678	-306.56	924.44	29.896907216494846	1.0309278350515463	11.883676975945017	115.3	-55.95027777777778	25.773195876288657
e	blind_e3	2023-09-15..10-13 control	E/T/I only	5	oracle	854.14	20	955.3190000000001	1817.6699999999996	947.899	52.55733989117938	100.78278381979516	1031.0	-251.18	2342.64	655.3609808792403	10.0	2.1	454.91380952380956	-311.76	2342.64	90.47619047619048	9.523809523809524	91.93968253968254	1100.6266666666668	96.18444444444445	35.714285714285715
f	e4	2023 Q4  2023-10-16..12-26	v2	3	close	856.59	50	-139.18599999999998	1152.86	511.25199999999995	-12.07310514719914	-27.224538974908654	-305.06	-945.6800000000001	2339.44	641.16810834289	70.0	1.5	-92.79066666666667	-330.26	2339.44	21.333333333333336	77.33333333333333	124.58244444444445	270.44	-243.56566037735848	29.333333333333332
f	e4	2023 Q4  2023-10-16..12-26	v2	3	mirror@0.75	856.59	50	29.729200000000002	1152.86	1080.4152000000001	2.5787346251929986	2.751645848744075	-10.929999999999993	-463.22	812.72	280.712519513042	50.0	2.88	10.32263888888889	-327.56	708.34	38.19444444444444	0.6944444444444444	9.347222222222223	107.78893617021275	-36.90329896907217	32.63888888888889
f	e4	2023 Q4  2023-10-16..12-26	v2	3	mirror@1.00	856.59	50	11.569599999999996	1152.86	1100.7316	1.0035563728466594	1.0510827525983624	-59.93	-523.22	764.7199999999999	325.70829826063687	56.00000000000001	2.94	3.935238095238089	-327.56	929.64	36.054421768707485	1.3605442176870748	18.04705215419501	181.80875	-82.30646464646465	32.6530612244898
f	e4	2023 Q4  2023-10-16..12-26	v2	3	mirror@1.50	856.59	50	-36.0796	1152.86	725.2344	-3.1295734087400033	-4.974888118930927	-101.02000000000001	-925.88	1039.74	442.5189988326377	54.0	2.06	-17.514368932038845	-339.56	1039.74	36.89320388349515	15.53398058252427	37.995792880258904	359.26857142857153	-158.18000000000004	27.184466019417474
f	e4	2023 Q4  2023-10-16..12-26	v2	3	mirror@1.00+patience15	856.59	50	-17.664800000000014	1152.86	795.9492	-1.5322589039432382	-2.2193376160187124	-59.58000000000003	-723.78	841.42	375.0546693282994	60.0	2.38	-7.42218487394958	-339.56	929.64	42.016806722689076	21.008403361344538	23.448739495798318	267.2605882352941	-117.29529411764705	28.57142857142857
f	e4	2023 Q4  2023-10-16..12-26	v2	3	mirror@1.00+ratchet	856.59	50	11.569599999999996	1152.86	1100.7316	1.0035563728466594	1.0510827525983624	-59.93	-523.22	764.7199999999999	325.70829826063687	56.00000000000001	2.94	3.935238095238089	-327.56	929.64	36.054421768707485	1.3605442176870748	18.04705215419501	181.80875	-82.30646464646465	32.6530612244898
f	e4	2023 Q4  2023-10-16..12-26	v2	3	oracle	856.59	50	745.182	1152.86	686.7860000000001	64.6376836736464	108.50279417460459	662.0799999999999	-195.52	2456.54	527.9634783922085	4.0	1.9	392.20105263157893	-339.56	2456.54	95.78947368421052	4.2105263157894735	67.9059649122807	864.4503448275865	184.69757575757575	30.526315789473685
