ep	asset	sec	side	p	call	src	compl	why
SI-20240118-S-E10	SI	05:36	S	0.045	SKIP	RUBRIC	-	stale+flow
HG-20240118-S-E21	HG	05:40	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-S-E11	SI	05:45	S	0.045	SKIP	RUBRIC	-	stale+flow
NKD-20240118-L-E36	NK	05:48	L	0.045	SKIP	RUBRIC	-	stale+fuel
NKD-20240118-S-E46	NK	05:49	S	0.032	SKIP	RUBRIC	-	stale
NKD-20240118-L-E37	NK	05:53	L	0.045	SKIP	RUBRIC	-	stale+level_held+fuel+wide
NKD-20240118-S-E47	NK	05:53	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240118-L-E38	NK	05:55	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
NKD-20240118-S-E48	NK	05:56	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
SI-20240118-L-E12	SI	05:57	L	0.045	SKIP	RUBRIC	-	stale+flow
NKD-20240118-L-E39	NK	05:59	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
NKD-20240118-L-E40	NK	06:02	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
HG-20240118-L-E16	HG	06:03	L	0.064	SKIP	RUBRIC	-	stale+level_held+fuel
HG-20240118-S-E22	HG	06:04	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-S-E12	SI	06:07	S	0.032	SKIP	RUBRIC	-	stale
NKD-20240118-S-E49	NK	06:07	S	0.022	SKIP	RUBRIC	-	stale+wide
NKD-20240118-S-E50	NK	06:11	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
NKD-20240118-L-E41	NK	06:12	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
SI-20240118-S-E13	SI	06:15	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240118-S-E51	NK	06:18	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240118-S-E52	NK	06:22	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
HG-20240118-L-E17	HG	06:24	L	0.064	SKIP	RUBRIC	-	stale+level_held+fuel
NKD-20240118-L-E42	NK	06:25	L	0.045	SKIP	RUBRIC	-	stale+level_held+fuel+wide
HG-20240118-S-E23	HG	06:27	S	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240118-L-E18	HG	06:29	L	0.064	SKIP	RUBRIC	-	stale+level_held+fuel
NKD-20240118-L-E43	NK	06:29	L	0.045	SKIP	RUBRIC	-	stale+fuel
NKD-20240118-S-E53	NK	06:32	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
HG-20240118-S-E24	HG	06:32	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240118-S-E14	SI	06:34	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
SI-20240118-L-E13	SI	06:36	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against+fuel+wide
HG-20240118-L-E19	HG	06:39	L	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
NKD-20240118-L-E44	NK	06:39	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
NKD-20240118-S-E54	NK	06:43	S	0.032	SKIP	RUBRIC	-	stale+level_held+wide
HG-20240118-L-E20	HG	06:44	L	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
SI-20240118-L-E14	SI	06:45	L	0.045	SKIP	RUBRIC	-	stale+fuel
NKD-20240118-L-E45	NK	06:46	L	0.045	SKIP	RUBRIC	-	stale+level_held+fuel+wide
NKD-20240118-S-E55	NK	06:48	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240118-S-E25	HG	06:50	S	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240118-L-E21	HG	06:53	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240118-L-E46	NK	06:54	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E15	SI	06:55	L	0.016	SKIP	RUBRIC	-	stale+flow_against+wide
NKD-20240118-L-E47	NK	06:58	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E56	NK	07:01	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E26	HG	07:02	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow_against+fuel
NKD-20240118-L-E48	NK	07:02	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E22	HG	07:04	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240118-S-E57	NK	07:04	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E16	SI	07:04	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240118-S-E58	NK	07:13	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E27	HG	07:13	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E49	NK	07:14	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E15	SI	07:14	S	0.091	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel
HG-20240118-S-E28	HG	07:16	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E59	NK	07:17	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E50	NK	07:17	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E23	HG	07:18	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E17	SI	07:18	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-L-E18	SI	07:24	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E24	HG	07:24	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E60	NK	07:26	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E16	SI	07:28	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E29	HG	07:31	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E17	SI	07:32	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E61	NK	07:35	S	0.091	SKIP	RUBRIC	-	fresh+fuel
HG-20240118-L-E25	HG	07:35	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E19	SI	07:35	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E20	SI	07:40	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E51	NK	07:42	L	0.064	SKIP	RUBRIC	-	fresh
NKD-20240118-S-E62	NK	07:43	S	0.091	SKIP	RUBRIC	-	fresh+flow+fuel+wide
HG-20240118-L-E26	HG	07:49	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E18	SI	07:51	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E52	NK	07:51	L	0.064	SKIP	RUBRIC	-	level_held+flow+wide
NKD-20240118-S-E63	NK	07:51	S	0.091	SKIP	RUBRIC	-	fresh+fuel
NKD-20240118-S-E64	NK	07:58	S	0.064	SKIP	RUBRIC	-	flow
HG-20240118-S-E30	HG	08:00	S	0.220	TAKE	OVERRIDE	-	London open FAST_OPEN, extreme 39s old, trades/min z 7.1 into a fresh phase with $665 unspent — the phase-open reset is the seat
NKD-20240118-L-E53	NK	08:04	L	0.064	SKIP	RUBRIC	-	level_held+flow+wide
SI-20240118-L-E21	SI	08:10	L	0.064	SKIP	RUBRIC	-	fresh+flow+wide
HG-20240118-S-E31	HG	08:11	S	0.091	SKIP	RUBRIC	-	fresh+flow
HG-20240118-S-E32	HG	08:15	S	0.032	SKIP	RUBRIC	-	flow_against
NKD-20240118-S-E65	NK	08:16	S	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
SI-20240118-S-E19	SI	08:16	S	0.091	SKIP	RUBRIC	-	fresh+flow
SI-20240118-S-E20	SI	08:24	S	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240118-L-E54	NK	08:25	L	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240118-S-E66	NK	08:25	S	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
SI-20240118-S-E21	SI	08:27	S	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240118-L-E27	HG	08:30	L	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240118-S-E67	NK	08:31	S	0.064	SKIP	RUBRIC	-	fresh
HG-20240118-S-E33	HG	08:34	S	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240118-L-E22	SI	08:35	L	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
NKD-20240118-S-E68	NK	08:36	S	0.064	SKIP	RUBRIC	-	fresh+level_held+wide
SI-20240118-L-E23	SI	08:40	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow
HG-20240118-L-E28	HG	08:48	L	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240118-S-E34	HG	08:48	S	0.045	SKIP	RUBRIC	-	level_held+flow_against
SI-20240118-L-E24	SI	08:51	L	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240118-L-E29	HG	08:51	L	0.045	SKIP	RUBRIC	-	level_held+flow_against
NKD-20240118-L-E55	NK	08:52	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow+fuel+wide
HG-20240118-S-E35	HG	08:57	S	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240118-S-E22	SI	08:59	S	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240118-L-E56	NK	09:00	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
SI-20240118-L-E25	SI	09:00	L	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
SI-20240118-S-E23	SI	09:02	S	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240118-L-E30	HG	09:04	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E36	HG	09:05	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E24	SI	09:05	S	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240118-S-E69	NK	09:07	S	0.064	SKIP	RUBRIC	-	level_held
SI-20240118-S-E25	SI	09:08	S	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240118-S-E37	HG	09:09	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E57	NK	09:10	L	0.064	SKIP	RUBRIC	-	level_held+flow+wide
NKD-20240118-S-E70	NK	09:11	S	0.064	SKIP	RUBRIC	-	flow
SI-20240118-L-E26	SI	09:19	L	0.091	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel
NKD-20240118-L-E58	NK	09:20	L	0.064	SKIP	RUBRIC	-	level_held
SI-20240118-S-E26	SI	09:21	S	0.064	SKIP	RUBRIC	-	level_held
NKD-20240118-S-E71	NK	09:24	S	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
HG-20240118-L-E31	HG	09:27	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E72	NK	09:27	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
SI-20240118-L-E27	SI	09:28	L	0.182	TAKE	RUBRIC	-	fresh+level_held+flow+fuel
HG-20240118-L-E32	HG	09:31	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E59	NK	09:32	L	0.045	SKIP	RUBRIC	-	level_held+wide
SI-20240118-S-E27	SI	09:35	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E73	NK	09:36	S	0.045	SKIP	RUBRIC	-	base
SI-20240118-L-E28	SI	09:43	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E60	NK	09:43	L	0.064	SKIP	RUBRIC	-	flow
HG-20240118-S-E38	HG	09:46	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E33	HG	09:48	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E61	NK	09:50	L	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240118-S-E74	NK	09:52	S	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
HG-20240118-S-E39	HG	09:52	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E28	SI	09:52	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E34	HG	09:54	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E40	HG	09:56	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E29	SI	09:58	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E75	NK	09:59	S	0.064	SKIP	RUBRIC	-	level_held+fuel+wide
HG-20240118-L-E35	HG	10:00	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E62	NK	10:01	L	0.045	SKIP	RUBRIC	-	flow+wide
HG-20240118-S-E41	HG	10:02	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E76	NK	10:05	S	0.091	SKIP	RUBRIC	-	fresh+flow+fuel+wide
NKD-20240118-L-E63	NK	10:07	L	0.064	SKIP	RUBRIC	-	level_held
HG-20240118-L-E36	HG	10:07	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E77	NK	10:09	S	0.129	SKIP	RUBRIC	-	fresh+flow+fuel
HG-20240118-S-E42	HG	10:12	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E64	NK	10:14	L	0.045	SKIP	RUBRIC	-	flow+wide
HG-20240118-L-E37	HG	10:14	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E29	SI	10:15	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E43	HG	10:17	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E38	HG	10:19	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E78	NK	10:20	S	0.091	SKIP	RUBRIC	-	fresh+level_held+fuel+wide
HG-20240118-S-E44	HG	10:22	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E39	HG	10:23	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E30	SI	10:26	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E45	HG	10:30	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E40	HG	10:34	L	0.010	SKIP	RUBRIC	-	no_room
