# ROUND-2 SEALED BLIND LEDGER 20240426 (E6R2-BLIND-D3) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
NKD-20240426-S-E13	NKD	02:37	S	SKIP	0.000	-	-	-
HG-20240426-S-E01	HG	02:43	S	SKIP	0.000	-	-	-
NKD-20240426-L-E15	NKD	02:46	L	SKIP	0.000	-	-	-
NKD-20240426-S-E14	NKD	02:48	S	SKIP	0.000	-	-	-
SI-20240426-L-E02	SI	02:48	L	SKIP	0.000	-	-	-
NKD-20240426-L-E16	NKD	02:49	L	SKIP	0.000	-	-	-
SI-20240426-L-E03	SI	02:51	L	SKIP	0.000	-	-	-
NKD-20240426-S-E15	NKD	02:51	S	SKIP	0.000	-	-	-
NKD-20240426-L-E17	NKD	02:53	L	SKIP	0.000	-	-	-
HG-20240426-L-E03	HG	02:54	L	SKIP	0.000	-	-	-
NKD-20240426-S-E16	NKD	02:55	S	SKIP	0.000	-	-	-
NKD-20240426-L-E18	NKD	02:56	L	SKIP	0.000	-	-	-
HG-20240426-L-E04	HG	02:57	L	SKIP	0.000	-	-	-
NKD-20240426-S-E17	NKD	02:58	S	SKIP	0.000	-	-	-
NKD-20240426-L-E19	NKD	02:59	L	SKIP	0.000	-	-	-
HG-20240426-S-E02	HG	03:02	S	SKIP	0.000	-	-	-
SI-20240426-S-E06	SI	03:02	S	SKIP	0.000	-	-	-
NKD-20240426-S-E18	NKD	03:04	S	SKIP	0.000	-	-	-
NKD-20240426-L-E20	NKD	03:05	L	SKIP	0.000	-	-	-
HG-20240426-L-E05	HG	03:08	L	SKIP	0.000	-	-	-
NKD-20240426-S-E19	NKD	03:08	S	SKIP	0.000	-	-	-
SI-20240426-L-E04	SI	03:08	L	SKIP	0.000	-	-	-
HG-20240426-S-E03	HG	03:12	S	SKIP	0.000	-	-	-
SI-20240426-S-E07	SI	03:12	S	SKIP	0.000	-	-	-
NKD-20240426-L-E21	NKD	03:12	L	SKIP	0.000	-	-	-
SI-20240426-L-E05	SI	03:16	L	SKIP	0.000	-	-	-
NKD-20240426-S-E20	NKD	03:19	S	SKIP	0.000	-	-	-
HG-20240426-S-E04	HG	03:22	S	SKIP	0.000	-	-	-
SI-20240426-S-E08	SI	03:22	S	SKIP	0.000	-	-	-
NKD-20240426-L-E22	NKD	03:23	L	SKIP	0.000	-	-	-
SI-20240426-L-E06	SI	03:25	L	SKIP	0.000	-	-	-
HG-20240426-L-E06	HG	03:26	L	SKIP	0.000	-	-	-
NKD-20240426-S-E21	NKD	03:29	S	SKIP	0.000	-	-	-
HG-20240426-S-E05	HG	03:29	S	SKIP	0.000	-	-	-
NKD-20240426-L-E23	NKD	03:30	L	SKIP	0.000	-	-	-
SI-20240426-S-E09	SI	03:30	S	SKIP	0.000	-	-	-
HG-20240426-L-E07	HG	03:32	L	SKIP	0.000	-	-	-
SI-20240426-L-E07	SI	03:32	L	SKIP	0.000	-	-	-
HG-20240426-S-E06	HG	03:39	S	SKIP	0.000	-	-	-
NKD-20240426-S-E22	NKD	03:40	S	SKIP	0.000	-	-	-
SI-20240426-S-E10	SI	03:40	S	SKIP	0.000	-	-	-
HG-20240426-L-E08	HG	03:44	L	SKIP	0.000	-	-	-
SI-20240426-L-E08	SI	03:45	L	SKIP	0.000	-	-	-
HG-20240426-L-E09	HG	03:47	L	SKIP	0.000	-	-	-
NKD-20240426-L-E24	NKD	03:47	L	SKIP	0.000	-	-	-
SI-20240426-S-E11	SI	03:48	S	SKIP	0.000	-	-	-
SI-20240426-L-E09	SI	03:51	L	SKIP	0.000	-	-	-
HG-20240426-S-E07	HG	03:51	S	SKIP	0.000	-	-	-
HG-20240426-L-E10	HG	03:53	L	SKIP	0.000	-	-	-
NKD-20240426-L-E25	NKD	03:56	L	SKIP	0.000	-	-	-
NKD-20240426-S-E23	NKD	03:59	S	SKIP	0.000	-	-	-
SI-20240426-S-E12	SI	03:59	S	SKIP	0.000	-	-	-
HG-20240426-S-E08	HG	03:59	S	SKIP	0.000	-	-	-
NKD-20240426-L-E26	NKD	04:01	L	SKIP	0.000	-	-	-
HG-20240426-S-E09	HG	04:03	S	SKIP	0.000	-	-	-
SI-20240426-L-E10	SI	04:05	L	SKIP	0.000	-	-	-
HG-20240426-S-E10	HG	04:08	S	SKIP	0.000	-	-	-
HG-20240426-L-E11	HG	04:09	L	SKIP	0.000	-	-	-
HG-20240426-L-E12	HG	04:11	L	SKIP	0.000	-	-	-
NKD-20240426-S-E24	NKD	04:12	S	SKIP	0.000	-	-	-
NKD-20240426-L-E27	NKD	04:12	L	SKIP	0.000	-	-	-
NKD-20240426-S-E25	NKD	04:15	S	SKIP	0.000	-	-	-
NKD-20240426-L-E28	NKD	04:17	L	SKIP	0.000	-	-	-
HG-20240426-S-E11	HG	04:21	S	SKIP	0.000	-	-	-
NKD-20240426-S-E26	NKD	04:22	S	SKIP	0.000	-	-	-
NKD-20240426-S-E27	NKD	04:25	S	SKIP	0.000	-	-	-
NKD-20240426-S-E28	NKD	04:27	S	SKIP	0.000	-	-	-
NKD-20240426-L-E29	NKD	04:32	L	SKIP	0.000	-	-	-
SI-20240426-S-E13	SI	04:32	S	SKIP	0.000	-	-	-
HG-20240426-L-E13	HG	04:32	L	SKIP	0.000	-	-	-
SI-20240426-L-E11	SI	04:36	L	SKIP	0.000	-	-	-
SI-20240426-S-E14	SI	04:39	S	SKIP	0.000	-	-	-
HG-20240426-S-E12	HG	04:40	S	SKIP	0.000	-	-	-
HG-20240426-S-E13	HG	04:44	S	SKIP	0.000	-	-	-
SI-20240426-S-E15	SI	04:46	S	SKIP	0.000	-	-	-
HG-20240426-S-E14	HG	04:47	S	SKIP	0.000	-	-	-
NKD-20240426-S-E29	NKD	04:47	S	SKIP	0.000	-	-	-
HG-20240426-L-E14	HG	04:51	L	SKIP	0.000	-	-	-
NKD-20240426-L-E30	NKD	04:51	L	SKIP	0.000	-	-	-
SI-20240426-L-E12	SI	04:51	L	SKIP	0.000	-	-	-
SI-20240426-L-E13	SI	04:56	L	SKIP	0.000	-	-	-
SI-20240426-S-E16	SI	05:01	S	SKIP	0.000	-	-	-
HG-20240426-S-E15	HG	05:02	S	SKIP	0.000	-	-	-
NKD-20240426-L-E31	NKD	05:10	L	SKIP	0.000	-	-	-
HG-20240426-S-E16	HG	05:11	S	SKIP	0.000	-	-	-
HG-20240426-L-E15	HG	05:16	L	SKIP	0.000	-	-	-
HG-20240426-S-E17	HG	05:23	S	SKIP	0.000	-	-	-
NKD-20240426-L-E32	NKD	05:24	L	SKIP	0.000	-	-	-
SI-20240426-L-E14	SI	05:24	L	SKIP	0.000	-	-	-
HG-20240426-L-E16	HG	05:24	L	SKIP	0.000	-	-	-
NKD-20240426-S-E30	NKD	05:25	S	SKIP	0.000	-	-	-
HG-20240426-L-E17	HG	05:29	L	SKIP	0.000	-	-	-
NKD-20240426-S-E31	NKD	05:35	S	SKIP	0.000	-	-	-
NKD-20240426-L-E33	NKD	05:37	L	SKIP	0.000	-	-	-
NKD-20240426-L-E34	NKD	05:42	L	SKIP	0.000	-	-	-
NKD-20240426-S-E32	NKD	05:44	S	SKIP	0.000	-	-	-
HG-20240426-L-E18	HG	05:46	L	SKIP	0.000	-	-	-
NKD-20240426-S-E33	NKD	05:47	S	SKIP	0.000	-	-	-
NKD-20240426-L-E35	NKD	05:50	L	SKIP	0.000	-	-	-
NKD-20240426-S-E34	NKD	05:50	S	SKIP	0.000	-	-	-
NKD-20240426-L-E36	NKD	05:53	L	SKIP	0.000	-	-	-
SI-20240426-L-E15	SI	05:55	L	SKIP	0.000	-	-	-
NKD-20240426-S-E35	NKD	05:57	S	SKIP	0.000	-	-	-
NKD-20240426-L-E37	NKD	05:59	L	SKIP	0.000	-	-	-
NKD-20240426-S-E36	NKD	06:04	S	SKIP	0.000	-	-	-
NKD-20240426-L-E38	NKD	06:08	L	SKIP	0.000	-	-	-
NKD-20240426-L-E39	NKD	06:13	L	SKIP	0.000	-	-	-
NKD-20240426-S-E37	NKD	06:18	S	SKIP	0.000	-	-	-
NKD-20240426-L-E40	NKD	06:25	L	SKIP	0.000	-	-	-
HG-20240426-S-E18	HG	06:30	S	SKIP	0.000	-	-	-
HG-20240426-S-E19	HG	06:33	S	SKIP	0.000	-	-	-
NKD-20240426-S-E38	NKD	06:37	S	SKIP	0.000	-	-	-
NKD-20240426-L-E41	NKD	06:39	L	SKIP	0.000	-	-	-
NKD-20240426-S-E39	NKD	06:57	S	SKIP	0.000	-	-	-
SI-20240426-S-E17	SI	07:11	S	SKIP	0.000	-	-	-
NKD-20240426-L-E42	NKD	07:12	L	SKIP	0.000	-	-	-
NKD-20240426-S-E40	NKD	07:14	S	SKIP	0.000	-	-	-
HG-20240426-L-E19	HG	07:17	L	SKIP	0.000	-	-	-
NKD-20240426-L-E43	NKD	07:21	L	SKIP	0.000	-	-	-
SI-20240426-L-E16	SI	07:21	L	SKIP	0.000	-	-	-
NKD-20240426-L-E44	NKD	07:26	L	SKIP	0.000	-	-	-
NKD-20240426-S-E41	NKD	07:28	S	SKIP	0.000	-	-	-
SI-20240426-S-E18	SI	07:34	S	SKIP	0.000	-	-	-
NKD-20240426-S-E42	NKD	07:37	S	SKIP	0.000	-	-	-
HG-20240426-S-E20	HG	07:37	S	SKIP	0.000	-	-	-
HG-20240426-S-E21	HG	07:41	S	SKIP	0.000	-	-	-
SI-20240426-S-E19	SI	07:42	S	SKIP	0.000	-	-	-
HG-20240426-L-E20	HG	07:44	L	SKIP	0.000	-	-	-
SI-20240426-S-E20	SI	07:45	S	SKIP	0.000	-	-	-
NKD-20240426-L-E45	NKD	07:45	L	SKIP	0.000	-	-	-
SI-20240426-L-E17	SI	07:47	L	SKIP	0.000	-	-	-
HG-20240426-L-E21	HG	07:48	L	SKIP	0.000	-	-	-
NKD-20240426-L-E46	NKD	07:49	L	SKIP	0.000	-	-	-
NKD-20240426-S-E43	NKD	07:52	S	SKIP	0.000	-	-	-
HG-20240426-L-E22	HG	07:53	L	SKIP	0.000	-	-	-
SI-20240426-S-E21	SI	07:57	S	SKIP	0.000	-	-	-
NKD-20240426-S-E44	NKD	07:57	S	SKIP	0.000	-	-	-
SI-20240426-L-E18	SI	07:58	L	SKIP	0.000	-	-	-
HG-20240426-S-E22	HG	08:01	S	SKIP	0.000	-	-	-
NKD-20240426-L-E47	NKD	08:02	L	SKIP	0.000	-	-	-
SI-20240426-S-E22	SI	08:02	S	SKIP	0.000	-	-	-
NKD-20240426-S-E45	NKD	08:03	S	SKIP	0.000	-	-	-
HG-20240426-L-E23	HG	08:04	L	SKIP	0.000	-	-	-
SI-20240426-L-E19	SI	08:04	L	SKIP	0.000	-	-	-
HG-20240426-S-E23	HG	08:07	S	SKIP	0.000	-	-	-
HG-20240426-L-E24	HG	08:07	L	SKIP	0.000	-	-	-
HG-20240426-S-E24	HG	08:09	S	SKIP	0.000	-	-	-
SI-20240426-S-E23	SI	08:09	S	SKIP	0.000	-	-	-
NKD-20240426-L-E48	NKD	08:09	L	SKIP	0.000	-	-	-
SI-20240426-L-E20	SI	08:10	L	SKIP	0.000	-	-	-
HG-20240426-S-E25	HG	08:12	S	SKIP	0.000	-	-	-
NKD-20240426-S-E46	NKD	08:12	S	SKIP	0.000	-	-	-
SI-20240426-S-E24	SI	08:14	S	SKIP	0.000	-	-	-
HG-20240426-L-E25	HG	08:19	L	SKIP	0.000	-	-	-
SI-20240426-L-E21	SI	08:19	L	SKIP	0.000	-	-	-
HG-20240426-L-E26	HG	08:22	L	SKIP	0.000	-	-	-
SI-20240426-L-E22	SI	08:22	L	SKIP	0.000	-	-	-
HG-20240426-S-E26	HG	08:25	S	SKIP	0.000	-	-	-
SI-20240426-S-E25	SI	08:25	S	SKIP	0.000	-	-	-
SI-20240426-L-E23	SI	08:26	L	SKIP	0.000	-	-	-
HG-20240426-L-E27	HG	08:26	L	SKIP	0.000	-	-	-
HG-20240426-S-E27	HG	08:29	S	SKIP	0.000	-	-	-
SI-20240426-S-E26	SI	08:30	S	SKIP	0.000	-	-	-
SI-20240426-S-E27	SI	08:32	S	SKIP	0.000	-	-	-
NKD-20240426-L-E49	NKD	08:34	L	SKIP	0.000	-	-	-
HG-20240426-L-E28	HG	08:36	L	SKIP	0.000	-	-	-
SI-20240426-L-E24	SI	08:39	L	SKIP	0.000	-	-	-
HG-20240426-L-E29	HG	08:40	L	SKIP	0.000	-	-	-
HG-20240426-S-E28	HG	08:44	S	SKIP	0.000	-	-	-
HG-20240426-L-E30	HG	08:45	L	SKIP	0.000	-	-	-
NKD-20240426-L-E50	NKD	08:45	L	SKIP	0.000	-	-	-
SI-20240426-L-E25	SI	08:51	L	SKIP	0.000	-	-	-
HG-20240426-S-E29	HG	09:00	S	SKIP	0.000	-	-	-
SI-20240426-S-E28	SI	09:04	S	SKIP	0.000	-	-	-
NKD-20240426-S-E47	NKD	09:10	S	SKIP	0.000	-	-	-
SI-20240426-S-E29	SI	09:18	S	SKIP	0.000	-	-	-
SI-20240426-L-E26	SI	09:20	L	SKIP	0.000	-	-	-
HG-20240426-L-E31	HG	09:21	L	SKIP	0.000	-	-	-
NKD-20240426-L-E51	NKD	09:27	L	SKIP	0.000	-	-	-
HG-20240426-L-E32	HG	09:29	L	SKIP	0.000	-	-	-
NKD-20240426-L-E52	NKD	09:31	L	SKIP	0.000	-	-	-
NKD-20240426-S-E48	NKD	09:33	S	SKIP	0.000	-	-	-
HG-20240426-S-E30	HG	09:35	S	SKIP	0.000	-	-	-
HG-20240426-L-E33	HG	09:36	L	SKIP	0.000	-	-	-
NKD-20240426-L-E53	NKD	09:46	L	SKIP	0.000	-	-	-
NKD-20240426-S-E49	NKD	09:53	S	SKIP	0.000	-	-	-
HG-20240426-S-E31	HG	09:58	S	SKIP	0.000	-	-	-
SI-20240426-S-E30	SI	09:59	S	SKIP	0.000	-	-	-
NKD-20240426-S-E50	NKD	10:02	S	SKIP	0.000	-	-	-
NKD-20240426-L-E54	NKD	10:02	L	SKIP	0.000	-	-	-
HG-20240426-L-E34	HG	10:03	L	SKIP	0.000	-	-	-
SI-20240426-L-E27	SI	10:03	L	SKIP	0.000	-	-	-
HG-20240426-S-E32	HG	10:05	S	SKIP	0.000	-	-	-
SI-20240426-S-E31	SI	10:07	S	SKIP	0.000	-	-	-
HG-20240426-L-E35	HG	10:08	L	SKIP	0.000	-	-	-
SI-20240426-L-E28	SI	10:11	L	SKIP	0.000	-	-	-
NKD-20240426-S-E51	NKD	10:11	S	SKIP	0.000	-	-	-
NKD-20240426-L-E55	NKD	10:12	L	SKIP	0.000	-	-	-
HG-20240426-L-E36	HG	10:13	L	SKIP	0.000	-	-	-
NKD-20240426-S-E52	NKD	10:15	S	SKIP	0.000	-	-	-
HG-20240426-S-E33	HG	10:18	S	SKIP	0.000	-	-	-
NKD-20240426-L-E56	NKD	10:20	L	SKIP	0.000	-	-	-
HG-20240426-L-E37	HG	10:23	L	SKIP	0.000	-	-	-
SI-20240426-S-E32	SI	10:25	S	SKIP	0.000	-	-	-
HG-20240426-S-E34	HG	10:25	S	SKIP	0.000	-	-	-
HG-20240426-L-E38	HG	10:30	L	SKIP	0.000	-	-	-
NKD-20240426-S-E53	NKD	10:33	S	SKIP	0.000	-	-	-
SI-20240426-L-E29	SI	10:33	L	SKIP	0.000	-	-	-
NKD-20240426-S-E54	NKD	10:37	S	SKIP	0.000	-	-	-
HG-20240426-S-E35	HG	10:38	S	SKIP	0.000	-	-	-
HG-20240426-L-E39	HG	10:40	L	SKIP	0.000	-	-	-
NKD-20240426-L-E57	NKD	10:40	L	SKIP	0.000	-	-	-
NKD-20240426-S-E55	NKD	10:42	S	SKIP	0.000	-	-	-
HG-20240426-S-E36	HG	10:46	S	SKIP	0.000	-	-	-
NKD-20240426-L-E58	NKD	10:47	L	SKIP	0.000	-	-	-
SI-20240426-S-E33	SI	10:47	S	SKIP	0.000	-	-	-
NKD-20240426-S-E56	NKD	10:49	S	SKIP	0.000	-	-	-
HG-20240426-S-E37	HG	10:51	S	SKIP	0.000	-	-	-
HG-20240426-S-E38	HG	10:54	S	SKIP	0.000	-	-	-
SI-20240426-S-E34	SI	10:57	S	SKIP	0.000	-	-	-
NKD-20240426-L-E59	NKD	11:02	L	SKIP	0.000	-	-	-
HG-20240426-L-E40	HG	11:04	L	SKIP	0.000	-	-	-
NKD-20240426-S-E57	NKD	11:04	S	SKIP	0.000	-	-	-
SI-20240426-L-E30	SI	11:07	L	SKIP	0.000	-	-	-
HG-20240426-S-E39	HG	11:12	S	SKIP	0.000	-	-	-
SI-20240426-L-E31	SI	11:13	L	SKIP	0.000	-	-	-
SI-20240426-S-E35	SI	11:19	S	SKIP	0.000	-	-	-
HG-20240426-L-E41	HG	11:21	L	SKIP	0.000	-	-	-
HG-20240426-S-E40	HG	11:26	S	SKIP	0.000	-	-	-
SI-20240426-S-E36	SI	11:27	S	SKIP	0.000	-	-	-
NKD-20240426-L-E60	NKD	11:30	L	SKIP	0.000	-	-	-
SI-20240426-S-E37	SI	11:30	S	SKIP	0.000	-	-	-
NKD-20240426-L-E61	NKD	11:35	L	SKIP	0.000	-	-	-
HG-20240426-L-E42	HG	11:39	L	SKIP	0.000	-	-	-
NKD-20240426-L-E62	NKD	11:39	L	SKIP	0.000	-	-	-
SI-20240426-L-E32	SI	11:41	L	SKIP	0.000	-	-	-
NKD-20240426-L-E63	NKD	11:53	L	SKIP	0.000	-	-	-
SI-20240426-L-E33	SI	11:56	L	SKIP	0.000	-	-	-
HG-20240426-L-E43	HG	11:58	L	SKIP	0.000	-	-	-
SI-20240426-L-E34	SI	12:03	L	SKIP	0.000	-	-	-
NKD-20240426-S-E58	NKD	12:04	S	SKIP	0.000	-	-	-
HG-20240426-S-E41	HG	12:07	S	SKIP	0.000	-	-	-
SI-20240426-S-E38	SI	12:08	S	SKIP	0.000	-	-	-
HG-20240426-S-E42	HG	12:09	S	SKIP	0.000	-	-	-
NKD-20240426-L-E64	NKD	12:10	L	SKIP	0.000	-	-	-
SI-20240426-S-E39	SI	12:13	S	SKIP	0.000	-	-	-
HG-20240426-L-E44	HG	12:16	L	SKIP	0.000	-	-	-
HG-20240426-L-E45	HG	12:24	L	SKIP	0.000	-	-	-
HG-20240426-S-E43	HG	12:28	S	SKIP	0.000	-	-	-
SI-20240426-S-E40	SI	12:29	S	SKIP	0.000	-	-	-
HG-20240426-S-E44	HG	12:32	S	SKIP	0.000	-	-	-
SI-20240426-S-E41	SI	12:32	S	SKIP	0.000	-	-	-
HG-20240426-L-E46	HG	12:33	L	SKIP	0.000	-	-	-
NKD-20240426-S-E59	NKD	12:34	S	SKIP	0.000	-	-	-
HG-20240426-S-E45	HG	12:38	S	SKIP	0.000	-	-	-
SI-20240426-L-E35	SI	12:39	L	SKIP	0.000	-	-	-
SI-20240426-L-E36	SI	12:47	L	SKIP	0.000	-	-	-
NKD-20240426-L-E65	NKD	12:50	L	SKIP	0.000	-	-	-
HG-20240426-S-E46	HG	12:51	S	SKIP	0.000	-	-	-
NKD-20240426-S-E60	NKD	12:57	S	SKIP	0.000	-	-	-
SI-20240426-S-E42	SI	13:01	S	SKIP	0.060	HAND	-	largest capacity of the round ($2,728/10h) refused on arithmetic: cov_phase 3.5% = the phase has produced no distribution to read, and phase_open_reset grades UNSTABLE (3/6 days) in the derived curriculum.
NKD-20240426-L-E66	NKD	13:01	L	SKIP	0.000	-	-	-
HG-20240426-L-E47	HG	13:08	L	SKIP	0.000	-	-	-
NKD-20240426-L-E67	NKD	13:09	L	SKIP	0.000	-	-	-
HG-20240426-L-E48	HG	13:12	L	SKIP	0.000	-	-	-
HG-20240426-S-E47	HG	13:15	S	SKIP	0.000	-	-	-
SI-20240426-S-E43	SI	13:16	S	SKIP	0.000	-	-	-
NKD-20240426-S-E61	NKD	13:18	S	SKIP	0.000	-	-	-
NKD-20240426-L-E68	NKD	13:18	L	SKIP	0.000	-	-	-
HG-20240426-S-E48	HG	13:27	S	SKIP	0.000	-	-	-
SI-20240426-L-E37	SI	13:32	L	SKIP	0.000	-	-	-
NKD-20240426-S-E62	NKD	13:34	S	SKIP	0.000	-	-	-
HG-20240426-L-E49	HG	13:34	L	SKIP	0.000	-	-	-
SI-20240426-S-E44	SI	13:36	S	SKIP	0.000	-	-	-
NKD-20240426-S-E63	NKD	13:39	S	SKIP	0.000	-	-	-
HG-20240426-S-E49	HG	13:39	S	SKIP	0.000	-	-	-
SI-20240426-S-E45	SI	13:42	S	SKIP	0.000	-	-	-
HG-20240426-S-E50	HG	13:43	S	SKIP	0.000	-	-	-
NKD-20240426-L-E69	NKD	13:45	L	SKIP	0.000	-	-	-
NKD-20240426-L-E70	NKD	13:49	L	SKIP	0.000	-	-	-
SI-20240426-L-E38	SI	13:57	L	SKIP	0.000	-	-	-
HG-20240426-L-E50	HG	14:00	L	SKIP	0.000	-	-	-
HG-20240426-L-E51	HG	14:02	L	SKIP	0.000	-	-	-
NKD-20240426-S-E64	NKD	14:02	S	SKIP	0.000	-	-	-
SI-20240426-L-E39	SI	14:03	L	SKIP	0.000	-	-	-
NKD-20240426-S-E65	NKD	14:12	S	SKIP	0.000	-	-	-
SI-20240426-S-E46	SI	14:12	S	SKIP	0.000	-	-	-
HG-20240426-S-E51	HG	14:12	S	SKIP	0.000	-	-	-
NKD-20240426-L-E71	NKD	14:19	L	SKIP	0.000	-	-	-
SI-20240426-S-E47	SI	14:19	S	SKIP	0.000	-	-	-
NKD-20240426-L-E72	NKD	14:24	L	SKIP	0.000	-	-	-
SI-20240426-L-E40	SI	14:27	L	SKIP	0.000	-	-	-
SI-20240426-S-E48	SI	14:28	S	SKIP	0.000	-	-	-
HG-20240426-L-E52	HG	14:29	L	SKIP	0.000	-	-	-
SI-20240426-L-E41	SI	14:30	L	SKIP	0.000	-	-	-
NKD-20240426-S-E66	NKD	14:31	S	SKIP	0.000	-	-	-
NKD-20240426-L-E73	NKD	14:31	L	SKIP	0.000	-	-	-
HG-20240426-S-E52	HG	14:32	S	SKIP	0.000	-	-	-
HG-20240426-L-E53	HG	14:36	L	SKIP	0.000	-	-	-
HG-20240426-S-E53	HG	14:42	S	SKIP	0.000	-	-	-
SI-20240426-S-E49	SI	14:42	S	SKIP	0.000	-	-	-
NKD-20240426-S-E67	NKD	14:42	S	SKIP	0.000	-	-	-
NKD-20240426-L-E74	NKD	14:43	L	SKIP	0.000	-	-	-
SI-20240426-S-E50	SI	14:45	S	SKIP	0.000	-	-	-
HG-20240426-L-E54	HG	14:45	L	SKIP	0.000	-	-	-
NKD-20240426-L-E75	NKD	14:47	L	SKIP	0.000	-	-	-
HG-20240426-S-E54	HG	14:48	S	SKIP	0.000	-	-	-
SI-20240426-S-E51	SI	14:48	S	SKIP	0.000	-	-	-
NKD-20240426-S-E68	NKD	14:48	S	SKIP	0.000	-	-	-
HG-20240426-S-E55	HG	14:55	S	SKIP	0.000	-	-	-
HG-20240426-L-E55	HG	14:56	L	SKIP	0.000	-	-	-
SI-20240426-L-E42	SI	14:56	L	SKIP	0.000	-	-	-
NKD-20240426-L-E76	NKD	14:58	L	SKIP	0.000	-	-	-
HG-20240426-S-E56	HG	15:01	S	SKIP	0.000	-	-	-
HG-20240426-L-E56	HG	15:02	L	SKIP	0.000	-	-	-
NKD-20240426-L-E77	NKD	15:02	L	SKIP	0.000	-	-	-
HG-20240426-S-E57	HG	15:06	S	SKIP	0.000	-	-	-
SI-20240426-S-E52	SI	15:07	S	SKIP	0.000	-	-	-
NKD-20240426-S-E69	NKD	15:08	S	SKIP	0.000	-	-	-
HG-20240426-L-E57	HG	15:09	L	SKIP	0.000	-	-	-
HG-20240426-L-E58	HG	15:12	L	SKIP	0.000	-	-	-
SI-20240426-L-E43	SI	15:14	L	SKIP	0.000	-	-	-
NKD-20240426-S-E70	NKD	15:14	S	SKIP	0.000	-	-	-
SI-20240426-S-E53	SI	15:15	S	SKIP	0.000	-	-	-
HG-20240426-S-E58	HG	15:16	S	SKIP	0.000	-	-	-
HG-20240426-L-E59	HG	15:18	L	SKIP	0.000	-	-	-
NKD-20240426-L-E78	NKD	15:18	L	SKIP	0.000	-	-	-
SI-20240426-L-E44	SI	15:19	L	SKIP	0.000	-	-	-
HG-20240426-L-E60	HG	15:22	L	SKIP	0.000	-	-	-
SI-20240426-S-E54	SI	15:23	S	SKIP	0.000	-	-	-
NKD-20240426-L-E79	NKD	15:27	L	SKIP	0.000	-	-	-
SI-20240426-L-E45	SI	15:27	L	SKIP	0.000	-	-	-
HG-20240426-L-E61	HG	15:29	L	SKIP	0.000	-	-	-
SI-20240426-S-E55	SI	15:30	S	SKIP	0.000	-	-	-
NKD-20240426-S-E71	NKD	15:30	S	SKIP	0.000	-	-	-
HG-20240426-S-E59	HG	15:30	S	SKIP	0.000	-	-	-
