# ROUND-2 SEALED BLIND LEDGER 20240425 (E6R2-BLIND-D2) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
HG-20240425-S-E09	HG	03:56	S	SKIP	0.000	-	-	-
NKD-20240425-S-E23	NKD	03:57	S	SKIP	0.000	-	-	-
HG-20240425-L-E10	HG	03:57	L	SKIP	0.000	-	-	-
HG-20240425-S-E10	HG	04:00	S	SKIP	0.000	-	-	-
NKD-20240425-S-E24	NKD	04:00	S	SKIP	0.000	-	-	-
HG-20240425-L-E11	HG	04:02	L	SKIP	0.000	-	-	-
SI-20240425-L-E11	SI	04:02	L	SKIP	0.000	-	-	-
NKD-20240425-L-E24	NKD	04:04	L	SKIP	0.000	-	-	-
HG-20240425-L-E12	HG	04:04	L	SKIP	0.000	-	-	-
SI-20240425-L-E12	SI	04:06	L	SKIP	0.000	-	-	-
NKD-20240425-S-E25	NKD	04:11	S	SKIP	0.000	-	-	-
NKD-20240425-L-E25	NKD	04:14	L	SKIP	0.000	-	-	-
NKD-20240425-S-E26	NKD	04:19	S	SKIP	0.000	-	-	-
NKD-20240425-L-E26	NKD	04:24	L	SKIP	0.000	-	-	-
NKD-20240425-L-E27	NKD	04:30	L	SKIP	0.000	-	-	-
HG-20240425-S-E11	HG	04:35	S	SKIP	0.000	-	-	-
HG-20240425-S-E12	HG	04:38	S	SKIP	0.000	-	-	-
NKD-20240425-S-E27	NKD	04:39	S	SKIP	0.000	-	-	-
HG-20240425-L-E13	HG	04:41	L	SKIP	0.000	-	-	-
NKD-20240425-S-E28	NKD	04:42	S	SKIP	0.000	-	-	-
HG-20240425-L-E14	HG	04:45	L	SKIP	0.000	-	-	-
SI-20240425-S-E10	SI	04:49	S	SKIP	0.000	-	-	-
NKD-20240425-L-E28	NKD	04:51	L	SKIP	0.000	-	-	-
HG-20240425-S-E13	HG	04:56	S	SKIP	0.000	-	-	-
SI-20240425-S-E11	SI	04:57	S	SKIP	0.000	-	-	-
NKD-20240425-S-E29	NKD	04:58	S	SKIP	0.000	-	-	-
SI-20240425-L-E13	SI	05:03	L	SKIP	0.000	-	-	-
NKD-20240425-S-E30	NKD	05:05	S	SKIP	0.000	-	-	-
HG-20240425-L-E15	HG	05:06	L	SKIP	0.000	-	-	-
HG-20240425-S-E14	HG	05:07	S	SKIP	0.000	-	-	-
SI-20240425-S-E12	SI	05:07	S	SKIP	0.000	-	-	-
SI-20240425-S-E13	SI	05:10	S	SKIP	0.000	-	-	-
HG-20240425-S-E15	HG	05:12	S	SKIP	0.000	-	-	-
NKD-20240425-L-E29	NKD	05:13	L	SKIP	0.000	-	-	-
HG-20240425-L-E16	HG	05:17	L	SKIP	0.000	-	-	-
SI-20240425-L-E14	SI	05:17	L	SKIP	0.000	-	-	-
SI-20240425-S-E14	SI	05:18	S	SKIP	0.000	-	-	-
HG-20240425-S-E16	HG	05:20	S	SKIP	0.000	-	-	-
NKD-20240425-L-E30	NKD	05:20	L	SKIP	0.000	-	-	-
SI-20240425-L-E15	SI	05:21	L	SKIP	0.000	-	-	-
SI-20240425-S-E15	SI	05:27	S	SKIP	0.000	-	-	-
SI-20240425-L-E16	SI	05:29	L	SKIP	0.000	-	-	-
NKD-20240425-S-E31	NKD	05:30	S	SKIP	0.000	-	-	-
HG-20240425-S-E17	HG	05:30	S	SKIP	0.000	-	-	-
HG-20240425-L-E17	HG	05:30	L	SKIP	0.000	-	-	-
SI-20240425-S-E16	SI	05:31	S	SKIP	0.000	-	-	-
SI-20240425-L-E17	SI	05:34	L	SKIP	0.000	-	-	-
NKD-20240425-L-E31	NKD	05:40	L	SKIP	0.000	-	-	-
HG-20240425-L-E18	HG	05:41	L	SKIP	0.000	-	-	-
NKD-20240425-S-E32	NKD	05:43	S	SKIP	0.000	-	-	-
SI-20240425-L-E18	SI	05:45	L	SKIP	0.000	-	-	-
NKD-20240425-S-E33	NKD	05:46	S	SKIP	0.000	-	-	-
NKD-20240425-L-E32	NKD	05:52	L	SKIP	0.000	-	-	-
HG-20240425-L-E19	HG	05:54	L	SKIP	0.000	-	-	-
NKD-20240425-S-E34	NKD	05:55	S	SKIP	0.000	-	-	-
NKD-20240425-L-E33	NKD	05:57	L	SKIP	0.000	-	-	-
NKD-20240425-L-E34	NKD	06:03	L	SKIP	0.000	-	-	-
NKD-20240425-S-E35	NKD	06:06	S	SKIP	0.000	-	-	-
NKD-20240425-L-E35	NKD	06:07	L	SKIP	0.000	-	-	-
NKD-20240425-S-E36	NKD	06:10	S	SKIP	0.000	-	-	-
NKD-20240425-S-E37	NKD	06:12	S	SKIP	0.000	-	-	-
HG-20240425-S-E18	HG	06:14	S	SKIP	0.000	-	-	-
NKD-20240425-L-E36	NKD	06:15	L	SKIP	0.000	-	-	-
SI-20240425-S-E17	SI	06:17	S	SKIP	0.000	-	-	-
NKD-20240425-S-E38	NKD	06:18	S	SKIP	0.000	-	-	-
NKD-20240425-L-E37	NKD	06:26	L	SKIP	0.000	-	-	-
HG-20240425-S-E19	HG	06:28	S	SKIP	0.000	-	-	-
SI-20240425-S-E18	SI	06:29	S	SKIP	0.000	-	-	-
HG-20240425-L-E20	HG	06:33	L	SKIP	0.000	-	-	-
NKD-20240425-L-E38	NKD	06:34	L	SKIP	0.000	-	-	-
SI-20240425-L-E19	SI	06:35	L	SKIP	0.000	-	-	-
NKD-20240425-L-E39	NKD	06:38	L	SKIP	0.000	-	-	-
HG-20240425-L-E21	HG	06:39	L	SKIP	0.000	-	-	-
NKD-20240425-S-E39	NKD	06:42	S	SKIP	0.000	-	-	-
NKD-20240425-S-E40	NKD	06:46	S	SKIP	0.000	-	-	-
SI-20240425-L-E20	SI	06:48	L	SKIP	0.000	-	-	-
NKD-20240425-S-E41	NKD	06:49	S	SKIP	0.000	-	-	-
NKD-20240425-L-E40	NKD	06:54	L	SKIP	0.000	-	-	-
NKD-20240425-L-E41	NKD	06:59	L	SKIP	0.000	-	-	-
NKD-20240425-S-E42	NKD	07:03	S	SKIP	0.000	-	-	-
NKD-20240425-S-E43	NKD	07:06	S	SKIP	0.000	-	-	-
HG-20240425-L-E22	HG	07:08	L	SKIP	0.000	-	-	-
HG-20240425-L-E23	HG	07:13	L	SKIP	0.000	-	-	-
NKD-20240425-L-E42	NKD	07:18	L	SKIP	0.000	-	-	-
HG-20240425-S-E20	HG	07:18	S	SKIP	0.000	-	-	-
NKD-20240425-S-E44	NKD	07:22	S	SKIP	0.000	-	-	-
NKD-20240425-L-E43	NKD	07:25	L	SKIP	0.000	-	-	-
HG-20240425-L-E24	HG	07:29	L	SKIP	0.000	-	-	-
NKD-20240425-S-E45	NKD	07:30	S	SKIP	0.000	-	-	-
HG-20240425-L-E25	HG	07:32	L	SKIP	0.000	-	-	-
SI-20240425-S-E19	SI	07:32	S	SKIP	0.000	-	-	-
SI-20240425-L-E21	SI	07:36	L	SKIP	0.000	-	-	-
HG-20240425-S-E21	HG	07:36	S	SKIP	0.000	-	-	-
HG-20240425-L-E26	HG	07:37	L	SKIP	0.000	-	-	-
NKD-20240425-L-E44	NKD	07:38	L	SKIP	0.000	-	-	-
NKD-20240425-S-E46	NKD	07:40	S	SKIP	0.000	-	-	-
SI-20240425-S-E20	SI	07:40	S	SKIP	0.000	-	-	-
HG-20240425-S-E22	HG	07:42	S	SKIP	0.000	-	-	-
NKD-20240425-L-E45	NKD	07:43	L	SKIP	0.000	-	-	-
HG-20240425-L-E27	HG	07:43	L	SKIP	0.000	-	-	-
SI-20240425-L-E22	SI	07:45	L	SKIP	0.000	-	-	-
NKD-20240425-L-E46	NKD	07:46	L	SKIP	0.000	-	-	-
HG-20240425-S-E23	HG	07:48	S	SKIP	0.000	-	-	-
HG-20240425-L-E28	HG	07:51	L	SKIP	0.000	-	-	-
NKD-20240425-S-E47	NKD	07:52	S	SKIP	0.000	-	-	-
SI-20240425-L-E23	SI	07:54	L	SKIP	0.000	-	-	-
HG-20240425-S-E24	HG	07:59	S	SKIP	0.000	-	-	-
NKD-20240425-L-E47	NKD	08:00	L	SKIP	0.000	-	-	-
NKD-20240425-S-E48	NKD	08:01	S	SKIP	0.000	-	-	-
SI-20240425-S-E21	SI	08:02	S	SKIP	0.000	-	-	-
HG-20240425-S-E25	HG	08:04	S	SKIP	0.000	-	-	-
HG-20240425-L-E29	HG	08:05	L	SKIP	0.000	-	-	-
SI-20240425-L-E24	SI	08:08	L	SKIP	0.000	-	-	-
HG-20240425-L-E30	HG	08:09	L	SKIP	0.000	-	-	-
HG-20240425-S-E26	HG	08:10	S	SKIP	0.000	-	-	-
NKD-20240425-L-E48	NKD	08:10	L	SKIP	0.000	-	-	-
HG-20240425-L-E31	HG	08:14	L	SKIP	0.000	-	-	-
NKD-20240425-S-E49	NKD	08:15	S	SKIP	0.000	-	-	-
HG-20240425-S-E27	HG	08:17	S	SKIP	0.000	-	-	-
SI-20240425-S-E22	SI	08:19	S	SKIP	0.000	-	-	-
HG-20240425-L-E32	HG	08:21	L	SKIP	0.000	-	-	-
NKD-20240425-L-E49	NKD	08:22	L	SKIP	0.000	-	-	-
SI-20240425-L-E25	SI	08:24	L	SKIP	0.000	-	-	-
SI-20240425-S-E23	SI	08:30	S	SKIP	0.000	-	-	-
NKD-20240425-S-E50	NKD	08:30	S	SKIP	0.000	-	-	-
SI-20240425-L-E26	SI	08:34	L	SKIP	0.000	-	-	-
SI-20240425-S-E24	SI	08:35	S	SKIP	0.000	-	-	-
HG-20240425-S-E28	HG	08:35	S	SKIP	0.000	-	-	-
HG-20240425-L-E33	HG	08:38	L	SKIP	0.000	-	-	-
NKD-20240425-L-E50	NKD	08:44	L	SKIP	0.000	-	-	-
HG-20240425-S-E29	HG	08:45	S	SKIP	0.000	-	-	-
SI-20240425-S-E25	SI	08:46	S	SKIP	0.000	-	-	-
HG-20240425-L-E34	HG	08:49	L	SKIP	0.000	-	-	-
SI-20240425-L-E27	SI	08:51	L	SKIP	0.000	-	-	-
HG-20240425-S-E30	HG	08:54	S	SKIP	0.000	-	-	-
NKD-20240425-L-E51	NKD	08:54	L	SKIP	0.000	-	-	-
SI-20240425-S-E26	SI	08:54	S	SKIP	0.000	-	-	-
HG-20240425-L-E35	HG	08:56	L	SKIP	0.000	-	-	-
SI-20240425-L-E28	SI	08:57	L	SKIP	0.000	-	-	-
HG-20240425-S-E31	HG	09:00	S	SKIP	0.000	-	-	-
SI-20240425-S-E27	SI	09:02	S	SKIP	0.000	-	-	-
NKD-20240425-L-E52	NKD	09:04	L	SKIP	0.000	-	-	-
HG-20240425-L-E36	HG	09:10	L	SKIP	0.000	-	-	-
HG-20240425-S-E32	HG	09:12	S	SKIP	0.000	-	-	-
SI-20240425-S-E28	SI	09:14	S	SKIP	0.000	-	-	-
HG-20240425-L-E37	HG	09:15	L	SKIP	0.000	-	-	-
HG-20240425-S-E33	HG	09:16	S	SKIP	0.000	-	-	-
NKD-20240425-S-E51	NKD	09:16	S	SKIP	0.000	-	-	-
HG-20240425-L-E38	HG	09:19	L	SKIP	0.000	-	-	-
HG-20240425-L-E39	HG	09:22	L	SKIP	0.000	-	-	-
NKD-20240425-S-E52	NKD	09:23	S	SKIP	0.000	-	-	-
SI-20240425-L-E29	SI	09:24	L	SKIP	0.000	-	-	-
HG-20240425-S-E34	HG	09:26	S	SKIP	0.000	-	-	-
NKD-20240425-S-E53	NKD	09:31	S	SKIP	0.000	-	-	-
NKD-20240425-L-E53	NKD	09:32	L	SKIP	0.000	-	-	-
NKD-20240425-L-E54	NKD	09:35	L	SKIP	0.000	-	-	-
HG-20240425-L-E40	HG	09:36	L	SKIP	0.000	-	-	-
HG-20240425-L-E41	HG	09:46	L	SKIP	0.000	-	-	-
NKD-20240425-L-E55	NKD	09:46	L	SKIP	0.000	-	-	-
HG-20240425-L-E42	HG	09:52	L	SKIP	0.000	-	-	-
NKD-20240425-L-E56	NKD	09:53	L	SKIP	0.000	-	-	-
HG-20240425-S-E35	HG	10:07	S	SKIP	0.000	-	-	-
HG-20240425-L-E43	HG	10:10	L	SKIP	0.000	-	-	-
SI-20240425-S-E29	SI	10:13	S	SKIP	0.000	-	-	-
HG-20240425-S-E36	HG	10:16	S	SKIP	0.000	-	-	-
HG-20240425-L-E44	HG	10:20	L	SKIP	0.000	-	-	-
SI-20240425-S-E30	SI	10:24	S	SKIP	0.000	-	-	-
NKD-20240425-S-E54	NKD	10:27	S	SKIP	0.000	-	-	-
HG-20240425-S-E37	HG	10:36	S	SKIP	0.000	-	-	-
NKD-20240425-L-E57	NKD	10:38	L	SKIP	0.000	-	-	-
HG-20240425-L-E45	HG	10:38	L	SKIP	0.000	-	-	-
SI-20240425-L-E30	SI	10:38	L	SKIP	0.000	-	-	-
HG-20240425-S-E38	HG	10:43	S	SKIP	0.000	-	-	-
HG-20240425-L-E46	HG	10:43	L	SKIP	0.000	-	-	-
SI-20240425-S-E31	SI	10:50	S	SKIP	0.000	-	-	-
SI-20240425-S-E32	SI	10:54	S	SKIP	0.000	-	-	-
HG-20240425-S-E39	HG	10:57	S	SKIP	0.000	-	-	-
HG-20240425-S-E40	HG	11:01	S	SKIP	0.000	-	-	-
SI-20240425-L-E31	SI	11:02	L	SKIP	0.000	-	-	-
NKD-20240425-S-E55	NKD	11:03	S	SKIP	0.000	-	-	-
HG-20240425-L-E47	HG	11:03	L	SKIP	0.000	-	-	-
HG-20240425-S-E41	HG	11:05	S	SKIP	0.000	-	-	-
SI-20240425-S-E33	SI	11:14	S	SKIP	0.000	-	-	-
HG-20240425-S-E42	HG	11:16	S	SKIP	0.000	-	-	-
HG-20240425-L-E48	HG	11:27	L	SKIP	0.000	-	-	-
HG-20240425-S-E43	HG	11:34	S	SKIP	0.000	-	-	-
NKD-20240425-S-E56	NKD	11:35	S	SKIP	0.000	-	-	-
SI-20240425-S-E34	SI	11:38	S	SKIP	0.000	-	-	-
HG-20240425-L-E49	HG	11:41	L	SKIP	0.000	-	-	-
HG-20240425-L-E50	HG	11:45	L	SKIP	0.000	-	-	-
NKD-20240425-L-E58	NKD	11:47	L	SKIP	0.000	-	-	-
HG-20240425-S-E44	HG	11:52	S	SKIP	0.000	-	-	-
NKD-20240425-S-E57	NKD	11:54	S	SKIP	0.000	-	-	-
NKD-20240425-S-E58	NKD	12:03	S	SKIP	0.000	-	-	-
HG-20240425-S-E45	HG	12:16	S	SKIP	0.000	-	-	-
SI-20240425-L-E32	SI	12:31	L	SKIP	0.000	-	-	-
HG-20240425-L-E51	HG	12:32	L	SKIP	0.000	-	-	-
HG-20240425-L-E52	HG	12:34	L	SKIP	0.000	-	-	-
SI-20240425-S-E35	SI	12:37	S	SKIP	0.000	-	-	-
HG-20240425-S-E46	HG	12:40	S	SKIP	0.000	-	-	-
NKD-20240425-S-E59	NKD	12:45	S	SKIP	0.000	-	-	-
HG-20240425-L-E53	HG	12:45	L	SKIP	0.000	-	-	-
HG-20240425-L-E54	HG	12:51	L	SKIP	0.000	-	-	-
NKD-20240425-L-E59	NKD	12:53	L	SKIP	0.000	-	-	-
SI-20240425-L-E33	SI	12:54	L	SKIP	0.000	-	-	-
NKD-20240425-S-E60	NKD	12:57	S	SKIP	0.000	-	-	-
SI-20240425-L-E34	SI	12:59	L	SKIP	0.000	-	-	-
SI-20240425-S-E36	SI	13:00	S	SKIP	0.000	-	HELD	-
SI-20240425-L-E35	SI	13:03	L	SKIP	0.000	-	HELD	-
NKD-20240425-L-E60	NKD	13:04	L	SKIP	0.000	-	HELD	-
HG-20240425-L-E55	HG	13:12	L	SKIP	0.000	-	HELD	-
SI-20240425-L-E36	SI	13:16	L	SKIP	0.000	-	HELD	-
NKD-20240425-L-E61	NKD	13:16	L	SKIP	0.000	-	HELD	-
HG-20240425-L-E56	HG	13:17	L	SKIP	0.000	-	HELD	-
NKD-20240425-L-E62	NKD	13:21	L	SKIP	0.000	-	HELD	-
SI-20240425-S-E37	SI	13:24	S	SKIP	0.000	-	HELD	-
SI-20240425-S-E38	SI	13:32	S	SKIP	0.000	-	HELD	-
HG-20240425-S-E47	HG	13:38	S	SKIP	0.000	-	HELD	-
HG-20240425-L-E57	HG	13:41	L	SKIP	0.000	-	HELD	-
SI-20240425-L-E37	SI	13:41	L	SKIP	0.000	-	HELD	-
NKD-20240425-L-E63	NKD	13:48	L	SKIP	0.000	-	HELD	-
SI-20240425-S-E39	SI	13:53	S	SKIP	0.000	-	HELD	-
HG-20240425-S-E48	HG	14:00	S	SKIP	0.000	-	HELD	-
HG-20240425-S-E49	HG	14:03	S	SKIP	0.000	-	HELD	-
HG-20240425-L-E58	HG	14:05	L	SKIP	0.000	-	HELD	-
SI-20240425-L-E38	SI	14:05	L	SKIP	0.000	-	HELD	-
NKD-20240425-S-E61	NKD	14:07	S	SKIP	0.000	-	HELD	-
SI-20240425-S-E40	SI	14:12	S	SKIP	0.000	-	HELD	-
NKD-20240425-S-E62	NKD	14:13	S	SKIP	0.000	-	HELD	-
SI-20240425-S-E41	SI	14:15	S	SKIP	0.000	-	HELD	-
HG-20240425-S-E50	HG	14:15	S	SKIP	0.000	-	HELD	-
SI-20240425-S-E42	SI	14:17	S	SKIP	0.000	-	HELD	-
HG-20240425-L-E59	HG	14:21	L	SKIP	0.000	-	VETO	-
SI-20240425-L-E39	SI	14:24	L	SKIP	0.000	-	VETO	-
SI-20240425-S-E43	SI	14:27	S	SKIP	0.000	-	VETO	-
SI-20240425-L-E40	SI	14:30	L	SKIP	0.000	-	VETO	-
HG-20240425-L-E60	HG	14:30	L	SKIP	0.000	-	VETO	-
NKD-20240425-L-E64	NKD	14:30	L	SKIP	0.000	-	VETO	-
NKD-20240425-S-E63	NKD	14:30	S	SKIP	0.000	-	VETO	-
HG-20240425-S-E51	HG	14:30	S	SKIP	0.000	-	VETO	-
SI-20240425-S-E44	SI	14:30	S	SKIP	0.000	-	VETO	-
NKD-20240425-S-E64	NKD	14:35	S	SKIP	0.000	-	VETO	-
HG-20240425-L-E61	HG	14:37	L	SKIP	0.000	-	VETO	-
HG-20240425-S-E52	HG	14:38	S	SKIP	0.000	-	VETO	-
SI-20240425-L-E41	SI	14:42	L	SKIP	0.070	HAND	-	largest capacity of the round ($1793/8.3h) but the approach panel shows a post-release whipsaw and the entry sits at the top of a 2-minute vertical rally under two levels within $45.
HG-20240425-L-E62	HG	14:43	L	SKIP	0.000	-	-	-
NKD-20240425-L-E65	NKD	14:45	L	SKIP	0.000	-	-	-
HG-20240425-S-E53	HG	14:47	S	SKIP	0.000	-	-	-
NKD-20240425-S-E65	NKD	14:47	S	SKIP	0.000	-	-	-
SI-20240425-S-E45	SI	14:47	S	SKIP	0.000	-	-	-
HG-20240425-L-E63	HG	14:49	L	SKIP	0.000	-	-	-
NKD-20240425-L-E66	NKD	14:49	L	SKIP	0.000	-	-	-
SI-20240425-L-E42	SI	14:50	L	SKIP	0.000	-	-	-
NKD-20240425-S-E66	NKD	14:51	S	SKIP	0.000	-	-	-
HG-20240425-L-E64	HG	14:51	L	SKIP	0.000	-	-	-
SI-20240425-S-E46	SI	14:54	S	SKIP	0.000	-	-	-
SI-20240425-L-E43	SI	14:55	L	SKIP	0.000	-	-	-
SI-20240425-S-E47	SI	14:58	S	SKIP	0.000	-	-	-
HG-20240425-S-E54	HG	14:58	S	SKIP	0.000	-	-	-
HG-20240425-L-E65	HG	14:59	L	SKIP	0.000	-	-	-
NKD-20240425-L-E67	NKD	14:59	L	SKIP	0.000	-	-	-
NKD-20240425-S-E67	NKD	15:00	S	SKIP	0.000	-	-	-
SI-20240425-L-E44	SI	15:01	L	SKIP	0.000	-	-	-
HG-20240425-S-E55	HG	15:02	S	SKIP	0.000	-	-	-
HG-20240425-L-E66	HG	15:03	L	SKIP	0.000	-	-	-
HG-20240425-S-E56	HG	15:05	S	SKIP	0.000	-	-	-
NKD-20240425-S-E68	NKD	15:05	S	SKIP	0.000	-	-	-
SI-20240425-L-E45	SI	15:06	L	SKIP	0.000	-	-	-
HG-20240425-L-E67	HG	15:07	L	SKIP	0.000	-	-	-
SI-20240425-S-E48	SI	15:08	S	SKIP	0.000	-	-	-
HG-20240425-L-E68	HG	15:09	L	SKIP	0.000	-	-	-
HG-20240425-S-E57	HG	15:12	S	SKIP	0.000	-	-	-
SI-20240425-L-E46	SI	15:14	L	SKIP	0.000	-	-	-
NKD-20240425-L-E68	NKD	15:15	L	SKIP	0.000	-	-	-
NKD-20240425-S-E69	NKD	15:15	S	SKIP	0.000	-	-	-
HG-20240425-L-E69	HG	15:17	L	SKIP	0.000	-	-	-
HG-20240425-S-E58	HG	15:17	S	SKIP	0.000	-	-	-
SI-20240425-L-E47	SI	15:18	L	SKIP	0.000	-	-	-
SI-20240425-S-E49	SI	15:19	S	SKIP	0.000	-	-	-
NKD-20240425-S-E70	NKD	15:19	S	SKIP	0.000	-	-	-
HG-20240425-L-E70	HG	15:20	L	SKIP	0.000	-	-	-
HG-20240425-S-E59	HG	15:21	S	SKIP	0.000	-	-	-
