# ROUND-2 SEALED BLIND LEDGER 20240424 (E6R2-BLIND-D1) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
HG-20240424-L-E15	HG	04:05	L	SKIP	0.000	-	-	-
HG-20240424-L-E16	HG	04:08	L	SKIP	0.000	-	-	-
SI-20240424-L-E06	SI	04:08	L	SKIP	0.000	-	-	-
NKD-20240424-L-E20	NKD	04:14	L	SKIP	0.000	-	-	-
HG-20240424-S-E16	HG	04:19	S	SKIP	0.000	-	-	-
SI-20240424-S-E12	SI	04:27	S	SKIP	0.000	-	-	-
NKD-20240424-S-E22	NKD	04:28	S	SKIP	0.000	-	-	-
HG-20240424-S-E17	HG	04:32	S	SKIP	0.000	-	-	-
HG-20240424-L-E17	HG	04:32	L	SKIP	0.000	-	-	-
NKD-20240424-S-E23	NKD	04:34	S	SKIP	0.000	-	-	-
NKD-20240424-S-E24	NKD	04:40	S	SKIP	0.000	-	-	-
SI-20240424-L-E07	SI	04:41	L	SKIP	0.000	-	-	-
HG-20240424-S-E18	HG	04:43	S	SKIP	0.000	-	-	-
NKD-20240424-L-E21	NKD	04:45	L	SKIP	0.000	-	-	-
HG-20240424-S-E19	HG	04:47	S	SKIP	0.000	-	-	-
HG-20240424-L-E18	HG	04:49	L	SKIP	0.000	-	-	-
NKD-20240424-S-E25	NKD	04:54	S	SKIP	0.000	-	-	-
HG-20240424-S-E20	HG	04:57	S	SKIP	0.000	-	-	-
NKD-20240424-L-E22	NKD	04:59	L	SKIP	0.000	-	-	-
SI-20240424-S-E13	SI	05:02	S	SKIP	0.000	-	-	-
HG-20240424-S-E21	HG	05:02	S	SKIP	0.000	-	-	-
HG-20240424-L-E19	HG	05:03	L	SKIP	0.000	-	-	-
SI-20240424-S-E14	SI	05:07	S	SKIP	0.000	-	-	-
HG-20240424-S-E22	HG	05:07	S	SKIP	0.000	-	-	-
HG-20240424-L-E20	HG	05:08	L	SKIP	0.000	-	-	-
HG-20240424-S-E23	HG	05:10	S	SKIP	0.000	-	-	-
SI-20240424-L-E08	SI	05:11	L	SKIP	0.000	-	-	-
HG-20240424-L-E21	HG	05:16	L	SKIP	0.000	-	-	-
SI-20240424-L-E09	SI	05:16	L	SKIP	0.000	-	-	-
HG-20240424-L-E22	HG	05:19	L	SKIP	0.000	-	-	-
SI-20240424-S-E15	SI	05:28	S	SKIP	0.000	-	-	-
NKD-20240424-L-E23	NKD	05:30	L	SKIP	0.000	-	-	-
HG-20240424-S-E24	HG	05:32	S	SKIP	0.000	-	-	-
SI-20240424-S-E16	SI	05:32	S	SKIP	0.000	-	-	-
HG-20240424-S-E25	HG	05:34	S	SKIP	0.000	-	-	-
HG-20240424-S-E26	HG	05:39	S	SKIP	0.000	-	-	-
NKD-20240424-L-E24	NKD	05:39	L	SKIP	0.000	-	-	-
SI-20240424-L-E10	SI	05:46	L	SKIP	0.000	-	-	-
NKD-20240424-S-E26	NKD	05:46	S	SKIP	0.000	-	-	-
NKD-20240424-L-E25	NKD	05:48	L	SKIP	0.000	-	-	-
NKD-20240424-S-E27	NKD	05:54	S	SKIP	0.000	-	-	-
NKD-20240424-L-E26	NKD	05:57	L	SKIP	0.000	-	-	-
HG-20240424-L-E23	HG	06:02	L	SKIP	0.000	-	-	-
SI-20240424-L-E11	SI	06:03	L	SKIP	0.000	-	-	-
NKD-20240424-S-E28	NKD	06:04	S	SKIP	0.000	-	-	-
HG-20240424-L-E24	HG	06:09	L	SKIP	0.000	-	-	-
SI-20240424-S-E17	SI	06:12	S	SKIP	0.000	-	-	-
NKD-20240424-S-E29	NKD	06:14	S	SKIP	0.000	-	-	-
HG-20240424-S-E27	HG	06:16	S	SKIP	0.000	-	-	-
NKD-20240424-S-E30	NKD	06:17	S	SKIP	0.000	-	-	-
NKD-20240424-L-E27	NKD	06:20	L	SKIP	0.000	-	-	-
NKD-20240424-S-E31	NKD	06:27	S	SKIP	0.000	-	-	-
HG-20240424-S-E28	HG	06:27	S	SKIP	0.000	-	-	-
SI-20240424-S-E18	SI	06:27	S	SKIP	0.000	-	-	-
SI-20240424-L-E12	SI	06:29	L	SKIP	0.000	-	-	-
NKD-20240424-L-E28	NKD	06:34	L	SKIP	0.000	-	-	-
SI-20240424-S-E19	SI	06:36	S	SKIP	0.000	-	-	-
NKD-20240424-L-E29	NKD	06:38	L	SKIP	0.000	-	-	-
HG-20240424-L-E25	HG	06:43	L	SKIP	0.000	-	-	-
HG-20240424-L-E26	HG	06:45	L	SKIP	0.000	-	-	-
NKD-20240424-L-E30	NKD	06:50	L	SKIP	0.000	-	-	-
SI-20240424-S-E20	SI	06:50	S	SKIP	0.000	-	-	-
HG-20240424-S-E29	HG	07:02	S	SKIP	0.000	-	-	-
SI-20240424-S-E21	SI	07:08	S	SKIP	0.000	-	-	-
NKD-20240424-S-E32	NKD	07:20	S	SKIP	0.000	-	-	-
HG-20240424-L-E27	HG	07:28	L	SKIP	0.000	-	-	-
HG-20240424-L-E28	HG	07:31	L	SKIP	0.000	-	-	-
SI-20240424-L-E13	SI	07:32	L	SKIP	0.000	-	-	-
SI-20240424-S-E22	SI	07:35	S	SKIP	0.000	-	-	-
HG-20240424-S-E30	HG	07:35	S	SKIP	0.000	-	-	-
NKD-20240424-S-E33	NKD	07:36	S	SKIP	0.000	-	-	-
SI-20240424-L-E14	SI	07:38	L	SKIP	0.000	-	-	-
HG-20240424-L-E29	HG	07:39	L	SKIP	0.000	-	-	-
NKD-20240424-L-E31	NKD	07:39	L	SKIP	0.000	-	-	-
SI-20240424-S-E23	SI	07:42	S	SKIP	0.000	-	-	-
HG-20240424-S-E31	HG	07:42	S	SKIP	0.000	-	-	-
HG-20240424-L-E30	HG	07:43	L	SKIP	0.000	-	-	-
HG-20240424-S-E32	HG	07:44	S	SKIP	0.000	-	-	-
NKD-20240424-L-E32	NKD	07:47	L	SKIP	0.000	-	-	-
SI-20240424-S-E24	SI	07:47	S	SKIP	0.000	-	-	-
SI-20240424-L-E15	SI	07:51	L	SKIP	0.000	-	-	-
HG-20240424-L-E31	HG	07:51	L	SKIP	0.000	-	-	-
HG-20240424-S-E33	HG	07:54	S	SKIP	0.000	-	-	-
NKD-20240424-S-E34	NKD	07:57	S	SKIP	0.000	-	-	-
SI-20240424-L-E16	SI	07:58	L	SKIP	0.000	-	-	-
NKD-20240424-L-E33	NKD	08:02	L	SKIP	0.000	-	-	-
NKD-20240424-S-E35	NKD	08:03	S	SKIP	0.000	-	-	-
SI-20240424-L-E17	SI	08:03	L	SKIP	0.000	-	-	-
HG-20240424-S-E34	HG	08:04	S	SKIP	0.000	-	-	-
NKD-20240424-S-E36	NKD	08:08	S	SKIP	0.000	-	-	-
SI-20240424-S-E25	SI	08:08	S	SKIP	0.000	-	-	-
NKD-20240424-L-E34	NKD	08:12	L	SKIP	0.000	-	-	-
HG-20240424-L-E32	HG	08:15	L	SKIP	0.000	-	-	-
SI-20240424-L-E18	SI	08:15	L	SKIP	0.000	-	-	-
NKD-20240424-S-E37	NKD	08:18	S	SKIP	0.000	-	-	-
SI-20240424-S-E26	SI	08:24	S	SKIP	0.000	-	-	-
HG-20240424-S-E35	HG	08:24	S	SKIP	0.000	-	-	-
HG-20240424-L-E33	HG	08:26	L	SKIP	0.000	-	-	-
SI-20240424-S-E27	SI	08:27	S	SKIP	0.000	-	-	-
HG-20240424-S-E36	HG	08:29	S	SKIP	0.000	-	-	-
HG-20240424-L-E34	HG	08:31	L	SKIP	0.000	-	-	-
HG-20240424-L-E35	HG	08:35	L	SKIP	0.000	-	-	-
SI-20240424-L-E19	SI	08:36	L	SKIP	0.000	-	-	-
HG-20240424-L-E36	HG	08:37	L	SKIP	0.000	-	-	-
HG-20240424-S-E37	HG	08:44	S	SKIP	0.000	-	-	-
HG-20240424-L-E37	HG	08:45	L	SKIP	0.000	-	-	-
SI-20240424-L-E20	SI	08:45	L	SKIP	0.000	-	-	-
HG-20240424-S-E38	HG	08:50	S	SKIP	0.000	-	-	-
NKD-20240424-S-E38	NKD	08:50	S	SKIP	0.000	-	-	-
SI-20240424-S-E28	SI	08:52	S	SKIP	0.000	-	-	-
HG-20240424-S-E39	HG	08:54	S	SKIP	0.000	-	-	-
HG-20240424-L-E38	HG	08:56	L	SKIP	0.000	-	-	-
HG-20240424-S-E40	HG	08:58	S	SKIP	0.000	-	-	-
SI-20240424-L-E21	SI	09:00	L	SKIP	0.000	-	-	-
NKD-20240424-L-E35	NKD	09:00	L	SKIP	0.000	-	-	-
HG-20240424-L-E39	HG	09:01	L	SKIP	0.000	-	-	-
SI-20240424-S-E29	SI	09:03	S	SKIP	0.000	-	-	-
HG-20240424-S-E41	HG	09:05	S	SKIP	0.000	-	-	-
NKD-20240424-S-E39	NKD	09:09	S	SKIP	0.000	-	-	-
SI-20240424-S-E30	SI	09:10	S	SKIP	0.000	-	-	-
HG-20240424-L-E40	HG	09:11	L	SKIP	0.000	-	-	-
HG-20240424-S-E42	HG	09:13	S	SKIP	0.000	-	-	-
SI-20240424-L-E22	SI	09:16	L	SKIP	0.000	-	-	-
NKD-20240424-S-E40	NKD	09:16	S	SKIP	0.000	-	-	-
HG-20240424-L-E41	HG	09:17	L	SKIP	0.000	-	-	-
HG-20240424-S-E43	HG	09:19	S	SKIP	0.000	-	-	-
SI-20240424-S-E31	SI	09:20	S	SKIP	0.000	-	-	-
HG-20240424-L-E42	HG	09:22	L	SKIP	0.000	-	-	-
SI-20240424-L-E23	SI	09:22	L	SKIP	0.000	-	-	-
NKD-20240424-L-E36	NKD	09:23	L	SKIP	0.000	-	-	-
HG-20240424-S-E44	HG	09:30	S	SKIP	0.000	-	-	-
NKD-20240424-S-E41	NKD	09:33	S	SKIP	0.000	-	-	-
HG-20240424-L-E43	HG	09:33	L	SKIP	0.000	-	-	-
SI-20240424-L-E24	SI	09:35	L	SKIP	0.000	-	-	-
NKD-20240424-L-E37	NKD	09:38	L	SKIP	0.000	-	-	-
NKD-20240424-S-E42	NKD	09:44	S	SKIP	0.000	-	-	-
SI-20240424-S-E32	SI	09:44	S	SKIP	0.000	-	-	-
HG-20240424-S-E45	HG	09:46	S	SKIP	0.000	-	-	-
HG-20240424-L-E44	HG	09:50	L	SKIP	0.000	-	-	-
SI-20240424-S-E33	SI	09:52	S	SKIP	0.000	-	-	-
NKD-20240424-L-E38	NKD	09:55	L	SKIP	0.000	-	-	-
HG-20240424-S-E46	HG	09:59	S	SKIP	0.000	-	-	-
NKD-20240424-S-E43	NKD	10:03	S	SKIP	0.000	-	-	-
HG-20240424-L-E45	HG	10:04	L	SKIP	0.000	-	-	-
SI-20240424-L-E25	SI	10:04	L	SKIP	0.000	-	-	-
HG-20240424-S-E47	HG	10:05	S	SKIP	0.000	-	-	-
SI-20240424-S-E34	SI	10:06	S	SKIP	0.000	-	-	-
HG-20240424-S-E48	HG	10:07	S	SKIP	0.000	-	-	-
HG-20240424-L-E46	HG	10:08	L	SKIP	0.000	-	-	-
HG-20240424-S-E49	HG	10:11	S	SKIP	0.000	-	-	-
HG-20240424-L-E47	HG	10:13	L	SKIP	0.000	-	-	-
HG-20240424-L-E48	HG	10:19	L	SKIP	0.000	-	-	-
HG-20240424-S-E50	HG	10:20	S	SKIP	0.000	-	-	-
HG-20240424-L-E49	HG	10:25	L	SKIP	0.000	-	-	-
SI-20240424-L-E26	SI	10:29	L	SKIP	0.000	-	-	-
SI-20240424-L-E27	SI	10:34	L	SKIP	0.000	-	-	-
HG-20240424-S-E51	HG	10:43	S	SKIP	0.000	-	-	-
SI-20240424-S-E35	SI	10:45	S	SKIP	0.000	-	-	-
HG-20240424-L-E50	HG	10:50	L	SKIP	0.000	-	-	-
HG-20240424-L-E51	HG	10:54	L	SKIP	0.000	-	-	-
HG-20240424-S-E52	HG	10:58	S	SKIP	0.000	-	-	-
HG-20240424-S-E53	HG	11:01	S	SKIP	0.000	-	-	-
HG-20240424-L-E52	HG	11:03	L	SKIP	0.000	-	-	-
SI-20240424-L-E28	SI	11:04	L	SKIP	0.000	-	-	-
NKD-20240424-L-E39	NKD	11:08	L	SKIP	0.000	-	-	-
SI-20240424-S-E36	SI	11:16	S	SKIP	0.000	-	-	-
NKD-20240424-L-E40	NKD	11:21	L	SKIP	0.000	-	-	-
SI-20240424-L-E29	SI	11:22	L	SKIP	0.000	-	-	-
SI-20240424-S-E37	SI	11:26	S	SKIP	0.000	-	-	-
HG-20240424-S-E54	HG	11:27	S	SKIP	0.000	-	-	-
NKD-20240424-S-E44	NKD	11:28	S	SKIP	0.000	-	-	-
HG-20240424-S-E55	HG	11:33	S	SKIP	0.000	-	-	-
SI-20240424-L-E30	SI	11:35	L	SKIP	0.000	-	-	-
HG-20240424-L-E53	HG	11:35	L	SKIP	0.000	-	-	-
NKD-20240424-S-E45	NKD	11:39	S	SKIP	0.000	-	-	-
SI-20240424-L-E31	SI	11:44	L	SKIP	0.000	-	-	-
HG-20240424-L-E54	HG	11:44	L	SKIP	0.000	-	-	-
NKD-20240424-S-E46	NKD	11:51	S	SKIP	0.000	-	-	-
HG-20240424-S-E56	HG	11:57	S	SKIP	0.000	-	-	-
SI-20240424-L-E32	SI	11:57	L	SKIP	0.000	-	-	-
HG-20240424-S-E57	HG	11:59	S	SKIP	0.000	-	-	-
NKD-20240424-L-E41	NKD	12:05	L	SKIP	0.000	-	-	-
HG-20240424-L-E55	HG	12:06	L	SKIP	0.000	-	-	-
NKD-20240424-L-E42	NKD	12:14	L	SKIP	0.000	-	-	-
HG-20240424-L-E56	HG	12:16	L	SKIP	0.000	-	-	-
HG-20240424-S-E58	HG	12:29	S	SKIP	0.000	-	-	-
HG-20240424-S-E59	HG	12:36	S	SKIP	0.000	-	-	-
SI-20240424-S-E38	SI	12:37	S	SKIP	0.000	-	-	-
NKD-20240424-S-E47	NKD	12:38	S	SKIP	0.000	-	-	-
NKD-20240424-S-E48	NKD	12:43	S	SKIP	0.000	-	-	-
SI-20240424-S-E39	SI	12:47	S	SKIP	0.000	-	-	-
SI-20240424-L-E33	SI	12:59	L	SKIP	0.000	-	-	-
HG-20240424-L-E57	HG	13:00	L	SKIP	0.070	HAND	-	NY-open reset with the day's HG capacity, but the last 20s of tape reverse the 120s statistic — a sell takes the bid, bid cancels 7->3, ask builds 3->7. Both sides parking size 2-3% away.
SI-20240424-S-E40	SI	13:08	S	SKIP	0.060	HAND	-	largest capacity of the day but the sequence is against the side (hit_ask 44 vs hit_bid 26; ask_reload 23 vs bid_reload 13).
SI-20240424-L-E34	SI	13:12	L	SKIP	0.090	HAND	-	durable bid rebuilding 2->11 orders and an offer that vanishes by nine cancels, but only 6 trades in 60s and every aggression is a sell; 17-order wall at 27.16 above.
HG-20240424-S-E60	HG	13:16	S	SKIP	0.000	-	-	-
NKD-20240424-L-E43	NKD	13:16	L	SKIP	0.000	-	-	-
HG-20240424-S-E61	HG	13:18	S	SKIP	0.000	-	-	-
NKD-20240424-S-E49	NKD	13:20	S	SKIP	0.050	HAND	-	NY capacity reset but 6 trades in 120s, $80 round trip, 19-tick spread at the open — no participation to carry a hold-to-close.
SI-20240424-S-E41	SI	13:20	S	SKIP	0.000	-	-	-
HG-20240424-L-E58	HG	13:25	L	SKIP	0.000	-	-	-
SI-20240424-L-E35	SI	13:25	L	SKIP	0.000	-	-	-
NKD-20240424-L-E44	NKD	13:26	L	SKIP	0.000	-	-	-
SI-20240424-L-E36	SI	13:28	L	SKIP	0.000	-	-	-
HG-20240424-L-E59	HG	13:29	L	SKIP	0.000	-	-	-
NKD-20240424-L-E45	NKD	13:33	L	SKIP	0.000	-	-	-
HG-20240424-L-E60	HG	13:37	L	SKIP	0.000	-	-	-
NKD-20240424-L-E46	NKD	13:47	L	SKIP	0.000	-	-	-
NKD-20240424-S-E50	NKD	13:50	S	SKIP	0.000	-	-	-
HG-20240424-S-E62	HG	13:51	S	SKIP	0.000	-	-	-
SI-20240424-S-E42	SI	13:53	S	SKIP	0.000	-	-	-
HG-20240424-L-E61	HG	13:55	L	SKIP	0.000	-	-	-
NKD-20240424-L-E47	NKD	13:57	L	SKIP	0.000	-	-	-
HG-20240424-L-E62	HG	13:59	L	SKIP	0.000	-	-	-
NKD-20240424-S-E51	NKD	14:05	S	SKIP	0.000	-	-	-
SI-20240424-S-E43	SI	14:07	S	SKIP	0.000	-	-	-
HG-20240424-S-E63	HG	14:11	S	SKIP	0.000	-	-	-
NKD-20240424-L-E48	NKD	14:12	L	SKIP	0.000	-	-	-
HG-20240424-L-E63	HG	14:12	L	SKIP	0.000	-	-	-
SI-20240424-S-E44	SI	14:14	S	SKIP	0.000	-	-	-
HG-20240424-L-E64	HG	14:16	L	SKIP	0.000	-	-	-
NKD-20240424-S-E52	NKD	14:17	S	SKIP	0.000	-	-	-
SI-20240424-L-E37	SI	14:17	L	SKIP	0.000	-	-	-
NKD-20240424-L-E49	NKD	14:17	L	SKIP	0.000	-	-	-
NKD-20240424-L-E50	NKD	14:21	L	SKIP	0.000	-	-	-
SI-20240424-L-E38	SI	14:21	L	SKIP	0.000	-	-	-
HG-20240424-L-E65	HG	14:24	L	SKIP	0.000	-	-	-
SI-20240424-L-E39	SI	14:26	L	SKIP	0.000	-	-	-
SI-20240424-L-E40	SI	14:30	L	SKIP	0.000	-	-	-
NKD-20240424-S-E53	NKD	14:30	S	SKIP	0.000	-	-	-
NKD-20240424-L-E51	NKD	14:31	L	SKIP	0.000	-	-	-
SI-20240424-S-E45	SI	14:32	S	SKIP	0.000	-	-	-
NKD-20240424-S-E54	NKD	14:35	S	SKIP	0.000	-	-	-
SI-20240424-L-E41	SI	14:36	L	SKIP	0.000	-	-	-
SI-20240424-S-E46	SI	14:42	S	SKIP	0.000	-	-	-
NKD-20240424-S-E55	NKD	14:43	S	SKIP	0.000	-	-	-
NKD-20240424-S-E56	NKD	14:47	S	SKIP	0.000	-	-	-
SI-20240424-S-E47	SI	14:47	S	SKIP	0.000	-	-	-
HG-20240424-S-E64	HG	14:48	S	SKIP	0.000	-	-	-
HG-20240424-S-E65	HG	14:50	S	SKIP	0.000	-	-	-
SI-20240424-L-E42	SI	14:53	L	SKIP	0.080	HAND	-	phase-flow regime flip (-62 -> +190) contradicted by the sequence underneath it (sellers aggress 104 vs 91); cov_phase already 51.7%.
HG-20240424-L-E66	HG	14:59	L	SKIP	0.000	-	-	-
HG-20240424-S-E66	HG	15:02	S	SKIP	0.000	-	-	-
SI-20240424-S-E48	SI	15:02	S	SKIP	0.000	-	-	-
NKD-20240424-L-E52	NKD	15:04	L	SKIP	0.000	-	-	-
NKD-20240424-S-E57	NKD	15:06	S	SKIP	0.000	-	-	-
SI-20240424-L-E43	SI	15:08	L	SKIP	0.000	-	-	-
HG-20240424-L-E67	HG	15:08	L	SKIP	0.000	-	-	-
SI-20240424-S-E49	SI	15:09	S	SKIP	0.000	-	-	-
HG-20240424-S-E67	HG	15:09	S	SKIP	0.000	-	-	-
HG-20240424-S-E68	HG	15:12	S	SKIP	0.000	-	-	-
SI-20240424-L-E44	SI	15:13	L	SKIP	0.000	-	-	-
SI-20240424-S-E50	SI	15:17	S	SKIP	0.000	-	-	-
HG-20240424-L-E68	HG	15:18	L	SKIP	0.000	-	-	-
NKD-20240424-L-E53	NKD	15:19	L	SKIP	0.000	-	-	-
HG-20240424-S-E69	HG	15:20	S	SKIP	0.000	-	-	-
SI-20240424-S-E51	SI	15:21	S	SKIP	0.000	-	-	-
SI-20240424-L-E45	SI	15:22	L	SKIP	0.000	-	-	-
HG-20240424-L-E69	HG	15:22	L	SKIP	0.000	-	-	-
NKD-20240424-L-E54	NKD	15:24	L	SKIP	0.000	-	-	-
HG-20240424-L-E70	HG	15:27	L	SKIP	0.000	-	-	-
NKD-20240424-S-E58	NKD	15:30	S	SKIP	0.000	-	-	-
SI-20240424-S-E52	SI	15:31	S	SKIP	0.000	-	-	-
HG-20240424-S-E70	HG	15:32	S	SKIP	0.000	-	-	-
HG-20240424-L-E71	HG	15:32	L	SKIP	0.000	-	-	-
SI-20240424-L-E46	SI	15:32	L	SKIP	0.000	-	-	-
NKD-20240424-L-E55	NKD	15:33	L	SKIP	0.000	-	-	-
NKD-20240424-L-E56	NKD	15:38	L	SKIP	0.000	-	-	-
SI-20240424-S-E53	SI	15:39	S	SKIP	0.000	-	-	-
HG-20240424-S-E71	HG	15:41	S	SKIP	0.000	-	-	-
NKD-20240424-L-E57	NKD	15:41	L	SKIP	0.000	-	-	-
HG-20240424-L-E72	HG	15:44	L	SKIP	0.000	-	-	-
HG-20240424-L-E73	HG	15:46	L	SKIP	0.000	-	-	-
SI-20240424-S-E54	SI	15:47	S	SKIP	0.000	-	-	-
HG-20240424-S-E72	HG	15:49	S	SKIP	0.000	-	-	-
NKD-20240424-S-E59	NKD	15:49	S	SKIP	0.000	-	-	-
SI-20240424-L-E47	SI	15:51	L	SKIP	0.000	-	-	-
